날짜,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
20230506,2,롯데,24,15,9,0,0.625,1.5,9승0무1패,1패,9-0-4,6-0-5
20230506,3,LG,28,17,11,0,0.607,1.5,5승0무5패,2승,9-0-6,8-0-5
20230506,4,KIA,25,13,12,0,0.520,4,8승0무2패,1승,8-0-6,5-0-6
20230506,5,NC,28,14,14,0,0.500,4.5,4승0무6패,2패,5-0-6,9-0-8
20230506,5,두산,27,13,13,1,0.500,4.5,3승1무6패,2패,7-1-5,6-0-8
20230506,7,삼성,27,13,14,0,0.481,5,6승0무4패,1승,8-0-7,5-0-7
20230506,8,키움,29,13,16,0,0.448,6,5승0무5패,3패,10-0-6,3-0-10
20230506,9,KT,26,8,16,2,0.333,8.5,1승1무8패,2패,4-1-6,4-1-10
20230506,10,한화,27,8,18,1,0.308,9.5,3승0무7패,2승,2-0-10,6-1-8
20230507,1,SSG,30,20,10,0,0.667,0,7승0무3패,5승,10-0-5,10-0-5
20230507,2,롯데,24,15,9,0,0.625,2,9승0무1패,1패,9-0-4,6-0-5
20230507,3,LG,29,18,11,0,0.621,1.5,5승0무5패,3승,9-0-6,9-0-5
20230507,4,KIA,25,13,12,0,0.520,4.5,8승0무2패,1승,8-0-6,5-0-6
20230507,5,NC,28,14,14,0,0.500,5,4승0무6패,2패,5-0-6,9-0-8
20230507,6,삼성,27,13,14,0,0.481,5.5,6승0무4패,1승,8-0-7,5-0-7
20230507,6,두산,28,13,14,1,0.481,5.5,2승1무7패,3패,7-1-6,6-0-8
20230507,8,키움,30,13,17,0,0.433,7,4승0무6패,4패,10-0-7,3-0-10
20230507,9,한화,28,9,18,1,0.333,9.5,4승0무6패,3승,3-0-10,6-1-8
20230507,10,KT,27,8,17,2,0.320,9.5,1승0무9패,3패,4-1-6,4-1-11
20230509,1,SSG,31,20,11,0,0.645,0,7승0무3패,1패,10-0-5,10-0-6
20230509,2,LG,30,19,11,0,0.633,0.5,6승0무4패,4승,10-0-6,9-0-5
20230509,3,롯데,25,15,10,0,0.600,2,8승0무2패,2패,9-0-5,6-0-5
20230509,4,KIA,26,14,12,0,0.538,3.5,8승0무2패,2승,9-0-6,5-0-6
20230509,5,NC,29,15,14,0,0.517,4,5승0무5패,1승,5-0-6,10-0-8
20230509,6,삼성,28,14,14,0,0.500,4.5,7승0무3패,2승,8-0-7,6-0-7
20230509,6,두산,29,14,14,1,0.500,4.5,3승0무7패,1승,7-1-6,7-0-8
20230509,8,키움,31,13,18,0,0.419,7,3승0무7패,5패,10-0-7,3-0-11
20230509,9,한화,29,9,19,1,0.321,9.5,3승0무7패,1패,3-0-11,6-1-8
20230509,10,KT,28,8,18,2,0.308,9.5,1승0무9패,4패,4-1-7,4-1-11
20230510,1,SSG,32,21,11,0,0.656,0,7승0무3패,1승,10-0-5,11-0-6
20230510,2,롯데,26,16,10,0,0.615,2,8승0무2패,1승,10-0-5,6-0-5
20230510,3,LG,31,19,12,0,0.613,1.5,5승0무5패,1패,10-0-7,9-0-5
20230510,4,NC,30,16,14,0,0.533,4,6승0무4패,2승,5-0-6,11-0-8
20230510,5,KIA,27,14,13,0,0.519,4.5,7승0무3패,1패,9-0-7,5-0-6
20230510,6,삼성,29,14,15,0,0.483,5.5,7승0무3패,1패,8-0-7,6-0-8
20230510,6,두산,30,14,15,1,0.483,5.5,3승0무7패,1패,7-1-6,7-0-9
20230510,8,키움,32,14,18,0,0.438,7,3승0무7패,1승,10-0-7,4-0-11
20230510,9,한화,30,10,19,1,0.345,9.5,4승0무6패,1승,4-0-11,6-1-8
20230510,10,KT,29,8,19,2,0.296,10.5,1승0무9패,5패,4-1-8,4-1-11
20230511,1,SSG,33,22,11,0,0.667,0,7승0무3패,2승,10-0-5,12-0-6
20230511,2,롯데,27,17,10,0,0.630,2,8승0무2패,2승,11-0-5,6-0-5
20230511,3,LG,32,20,12,0,0.625,1.5,6승0무4패,1승,11-0-7,9-0-5
20230511,4,NC,31,17,14,0,0.548,4,6승0무4패,3승,5-0-6,12-0-8
20230511,5,KIA,28,14,14,0,0.500,5.5,7승0무3패,2패,9-0-8,5-0-6
20230511,6,삼성,30,14,16,0,0.467,6.5,6승0무4패,2패,8-0-7,6-0-9
20230511,6,두산,31,14,16,1,0.467,6.5,3승0무7패,2패,7-1-6,7-0-10
20230511,8,키움,33,14,19,0,0.424,8,3승0무7패,1패,10-0-7,4-0-12
20230511,9,한화,31,11,19,1,0.367,9.5,5승0무5패,2승,5-0-11,6-1-8
20230511,10,KT,30,8,20,2,0.286,11.5,1승0무9패,6패,4-1-9,4-1-11
20230512,1,SSG,34,22,12,0,0.647,0,7승0무3패,1패,10-0-6,12-0-6
20230512,2,롯데,28,17,11,0,0.607,2,7승0무3패,1패,11-0-5,6-0-6
20230512,3,LG,33,20,13,0,0.606,1.5,5승0무5패,1패,11-0-7,9-0-6
20230512,4,NC,32,17,15,0,0.531,4,6승0무4패,1패,5-0-6,12-0-9
20230512,5,삼성,31,15,16,0,0.484,5.5,6승0무4패,1승,9-0-7,6-0-9
20230512,5,두산,32,15,16,1,0.484,5.5,4승0무6패,1승,8-1-6,7-0-10
20230512,7,KIA,29,14,15,0,0.483,5.5,6승0무4패,3패,9-0-8,5-0-7
20230512,8,키움,34,15,19,0,0.441,7,4승0무6패,1승,11-0-7,4-0-12
20230512,9,한화,32,12,19,1,0.387,8.5,6승0무4패,3승,5-0-11,7-1-8
20230512,10,KT,31,9,20,2,0.310,10.5,2승0무8패,1승,5-1-9,4-1-11
20230513,1,SSG,35,23,12,0,0.657,0,8승0무2패,1승,11-0-6,12-0-6
20230513,2,롯데,29,18,11,0,0.621,2,7승0무3패,1승,11-0-5,7-0-6
20230513,3,LG,34,21,13,0,0.618,1.5,6승0무4패,1승,11-0-7,10-0-6
20230513,4,NC,33,17,16,0,0.515,5,6승0무4패,2패,5-0-6,12-0-10
20230513,5,두산,33,16,16,1,0.500,5.5,5승0무5패,2승,9-1-6,7-0-10
20230513,6,삼성,32,15,17,0,0.469,6.5,5승0무5패,1패,9-0-8,6-0-9
20230513,7,KIA,30,14,16,0,0.467,6.5,5승0무5패,4패,9-0-8,5-0-8
20230513,8,키움,35,16,19,0,0.457,7,4승0무6패,2승,12-0-7,4-0-12
20230513,9,한화,33,12,20,1,0.375,9.5,6승0무4패,1패,5-0-11,7-1-9
20230513,10,KT,32,9,21,2,0.300,11.5,2승0무8패,1패,5-1-10,4-1-11
20230514,1,SSG,36,23,12,1,0.657,0,7승1무2패,1승,11-1-6,12-0-6
20230514,2,롯데,30,19,11,0,0.633,1.5,7승0무3패,2승,11-0-5,8-0-6
20230514,3,LG,35,22,13,0,0.629,1,7승0무3패,2승,11-0-7,11-0-6
20230514,4,NC,34,18,16,0,0.529,4.5,6승0무4패,1승,5-0-6,13-0-10
20230514,5,두산,34,17,16,1,0.515,5,5승0무5패,3승,10-1-6,7-0-10
20230514,6,삼성,33,15,18,0,0.455,7,4승0무6패,2패,9-0-9,6-0-9
20230514,7,KIA,31,14,17,0,0.452,7,4승0무6패,5패,9-0-8,5-0-9
20230514,8,키움,36,16,20,0,0.444,7.5,3승0무7패,1패,12-0-8,4-0-12
20230514,9,한화,34,12,20,2,0.375,9.5,6승1무3패,1패,5-0-11,7-2-9
20230514,10,KT,33,9,22,2,0.290,12,2승0무8패,2패,5-1-11,4-1-11
20230516,1,롯데,31,20,11,0,0.645,0,7승0무3패,3승,11-0-5,9-0-6
20230516,2,SSG,37,23,13,1,0.639,-0.5,6승1무3패,1패,11-1-6,12-0-7
20230516,3,LG,36,22,14,0,0.611,0.5,7승0무3패,1패,11-0-8,11-0-6
20230516,4,NC,35,19,16,0,0.543,3,6승0무4패,2승,6-0-6,13-0-10
20230516,5,두산,35,18,16,1,0.529,3.5,5승0무5패,4승,10-1-6,8-0-10
20230516,6,KIA,32,15,17,0,0.469,5.5,4승0무6패,1승,9-0-8,6-0-9
20230516,7,삼성,34,15,19,0,0.441,6.5,3승0무7패,3패,9-0-10,6-0-9
20230516,8,키움,37,16,21,0,0.432,7,3승0무7패,2패,12-0-9,4-0-12
20230516,9,한화,35,12,21,2,0.364,9,6승1무3패,2패,5-0-12,7-2-9
20230516,10,KT,34,10,22,2,0.313,10.5,2승0무8패,1승,5-1-11,5-1-11
20230517,1,SSG,38,24,13,1,0.649,0,6승1무3패,1승,11-1-6,13-0-7
20230517,2,롯데,32,20,12,0,0.625,1.5,6승0무4패,1패,11-0-5,9-0-7
20230517,3,LG,37,23,14,0,0.622,1,7승0무3패,1승,12-0-8,11-0-6
20230517,4,두산,36,19,16,1,0.543,4,6승0무4패,5승,10-1-6,9-0-10
20230517,5,NC,36,19,17,0,0.528,4.5,5승0무5패,1패,6-0-7,13-0-10
20230517,6,KIA,33,16,17,0,0.485,6,4승0무6패,2승,9-0-8,7-0-9
20230517,7,삼성,35,15,20,0,0.429,8,3승0무7패,4패,9-0-11,6-0-9
20230517,8,키움,38,16,22,0,0.421,8.5,3승0무7패,3패,12-0-10,4-0-12
20230517,9,한화,36,13,21,2,0.382,9.5,6승1무3패,1승,6-0-12,7-2-9
20230517,10,KT,35,10,23,2,0.303,12,2승0무8패,1패,5-1-11,5-1-12
20230518,1,SSG,38,24,13,1,0.649,0,6승1무3패,1승,11-1-6,13-0-7
20230518,2,롯데,33,21,12,0,0.636,1,6승0무4패,1승,11-0-5,10-0-7
20230518,3,LG,38,24,14,0,0.632,0.5,7승0무3패,2승,13-0-8,11-0-6
20230518,4,NC,36,19,17,0,0.528,4.5,5승0무5패,1패,6-0-7,13-0-10
20230518,4,두산,37,19,17,1,0.528,4.5,6승0무4패,1패,10-1-6,9-0-11
20230518,6,KIA,33,16,17,0,0.485,6,4승0무6패,2승,9-0-8,7-0-9
20230518,7,키움,39,17,22,0,0.436,8,4승0무6패,1승,13-0-10,4-0-12
20230518,8,삼성,35,15,20,0,0.429,8,3승0무7패,4패,9-0-11,6-0-9
20230518,9,한화,37,13,22,2,0.371,10,5승1무4패,1패,6-0-13,7-2-9
20230518,10,KT,36,10,24,2,0.294,12.5,2승0무8패,2패,5-1-11,5-1-13
20230519,1,롯데,34,22,12,0,0.647,0,7승0무3패,2승,12-0-5,10-0-7
20230519,2,LG,39,25,14,0,0.641,-0.5,7승0무3패,3승,14-0-8,11-0-6
20230519,3,SSG,39,24,14,1,0.632,0,5승1무4패,1패,11-1-6,13-0-8
20230519,4,NC,37,19,18,0,0.514,4.5,5승0무5패,2패,6-0-8,13-0-10
20230519,4,두산,38,19,18,1,0.514,4.5,6승0무4패,2패,10-1-6,9-0-12
20230519,6,KIA,34,17,17,0,0.500,5,5승0무5패,3승,10-0-8,7-0-9
20230519,7,삼성,36,16,20,0,0.444,7,4승0무6패,1승,9-0-11,7-0-9
20230519,8,키움,40,17,23,0,0.425,8,4승0무6패,1패,13-0-10,4-0-13
20230519,9,한화,38,13,23,2,0.361,10,4승1무5패,2패,6-0-13,7-2-10
20230519,10,KT,37,11,24,2,0.314,11.5,3승0무7패,1승,6-1-11,5-1-13
20230520,1,SSG,40,25,14,1,0.641,0,5승1무4패,1승,11-1-6,14-0-8
20230520,1,LG,40,25,14,1,0.641,0,6승1무3패,3승,14-1-8,11-0-6
20230520,3,롯데,35,22,13,0,0.629,1,7승0무3패,1패,12-0-6,10-0-7
20230520,4,NC,38,20,18,0,0.526,4.5,6승0무4패,1승,7-0-8,13-0-10
20230520,4,두산,39,20,18,1,0.526,4.5,6승0무4패,1승,10-1-6,10-0-12
20230520,6,KIA,35,18,17,0,0.514,5,5승0무5패,4승,11-0-8,7-0-9
20230520,7,삼성,37,16,21,0,0.432,8,3승0무7패,1패,9-0-11,7-0-10
20230520,8,키움,41,17,24,0,0.415,9,4승0무6패,2패,13-0-10,4-0-14
20230520,9,한화,39,13,23,3,0.361,10.5,4승2무4패,2패,6-0-13,7-3-10
20230520,10,KT,38,11,25,2,0.306,12.5,3승0무7패,1패,6-1-12,5-1-13
20230521,1,SSG,41,26,14,1,0.650,0,6승1무3패,2승,11-1-6,15-0-8
20230521,1,LG,41,26,14,1,0.650,0,7승1무2패,4승,15-1-8,11-0-6
20230521,3,롯데,36,22,14,0,0.611,2,6승0무4패,2패,12-0-7,10-0-7
20230521,4,NC,39,20,19,0,0.513,5.5,5승0무5패,1패,7-0-9,13-0-10
20230521,4,두산,40,20,19,1,0.513,5.5,6승0무4패,1패,10-1-6,10-0-13
20230521,6,KIA,36,18,18,0,0.500,6,4승0무6패,1패,11-0-9,7-0-9
20230521,7,삼성,38,17,21,0,0.447,8,3승0무7패,1승,9-0-11,8-0-10
20230521,8,키움,42,18,24,0,0.429,9,4승0무6패,1승,13-0-10,5-0-14
20230521,9,한화,40,13,24,3,0.351,11.5,3승2무5패,3패,6-0-13,7-3-11
20230521,10,KT,39,12,25,2,0.324,12.5,4승0무6패,1승,7-1-12,5-1-13
20230523,1,LG,42,27,14,1,0.659,0,7승1무2패,5승,15-1-8,12-0-6
20230523,2,SSG,42,26,15,1,0.634,1,5승1무4패,1패,11-1-7,15-0-8
20230523,3,롯데,37,23,14,0,0.622,2,6승0무4패,1승,13-0-7,10-0-7
20230523,4,두산,41,21,19,1,0.525,5.5,7승0무3패,1승,11-1-6,10-0-13
20230523,5,NC,40,20,20,0,0.500,6.5,4승0무6패,2패,7-0-9,13-0-11
20230523,6,KIA,37,18,19,0,0.486,7,4승0무6패,2패,11-0-9,7-0-10
20230523,7,키움,43,19,24,0,0.442,9,5승0무5패,2승,13-0-10,6-0-14
20230523,8,삼성,39,17,22,0,0.436,9,3승0무7패,1패,9-0-11,8-0-11
20230523,9,한화,41,14,24,3,0.368,11.5,3승2무5패,1승,7-0-13,7-3-11
20230523,10,KT,40,12,26,2,0.316,13.5,4승0무6패,1패,7-1-13,5-1-13
20230524,1,SSG,43,27,15,1,0.643,0,5승1무4패,1승,12-1-7,15-0-8
20230524,1,LG,43,27,15,1,0.643,0,7승1무2패,1패,15-1-8,12-0-7
20230524,3,롯데,38,23,15,0,0.605,2,6승0무4패,1패,13-0-8,10-0-7
20230524,4,NC,41,21,20,0,0.512,5.5,4승0무6패,1승,7-0-9,14-0-11
20230524,4,두산,42,21,20,1,0.512,5.5,6승0무4패,1패,11-1-7,10-0-13
20230524,6,KIA,38,19,19,0,0.500,6,5승0무5패,1승,11-0-9,8-0-10
20230524,7,삼성,40,18,22,0,0.450,8,4승0무6패,1승,9-0-11,9-0-11
20230524,8,키움,44,19,25,0,0.432,9,4승0무6패,1패,13-0-10,6-0-15
20230524,9,한화,42,14,25,3,0.359,11.5,2승2무6패,1패,7-0-14,7-3-11
20230524,10,KT,41,13,26,2,0.333,12.5,4승0무6패,1승,8-1-13,5-1-13
20230525,1,LG,44,28,15,1,0.651,0,7승1무2패,1승,15-1-8,13-0-7
20230525,2,SSG,44,27,16,1,0.628,1,5승1무4패,1패,12-1-8,15-0-8
20230525,3,롯데,39,24,15,0,0.615,2,6승0무4패,1승,14-0-8,10-0-7
20230525,4,두산,43,22,20,1,0.524,5.5,6승0무4패,1승,12-1-7,10-0-13
20230525,5,NC,42,21,21,0,0.500,6.5,4승0무6패,1패,7-0-9,14-0-12
20230525,6,KIA,39,19,20,0,0.487,7,5승0무5패,1패,11-0-9,8-0-11
20230525,7,삼성,41,18,23,0,0.439,9,3승0무7패,1패,9-0-11,9-0-12
20230525,8,키움,45,19,26,0,0.422,10,3승0무7패,2패,13-0-10,6-0-16
20230525,9,한화,43,15,25,3,0.375,11.5,3승2무5패,1승,8-0-14,7-3-11
20230525,10,KT,42,14,26,2,0.350,12.5,5승0무5패,2승,9-1-13,5-1-13
20230526,1,LG,45,29,15,1,0.659,0,7승1무2패,2승,15-1-8,14-0-7
20230526,2,SSG,45,28,16,1,0.636,1,5승1무4패,1승,12-1-8,16-0-8
20230526,3,롯데,40,25,15,0,0.625,2,6승0무4패,2승,14-0-8,11-0-7
20230526,4,NC,43,22,21,0,0.512,6.5,5승0무5패,1승,8-0-9,14-0-12
20230526,4,두산,44,22,21,1,0.512,6.5,5승0무5패,1패,12-1-8,10-0-13
20230526,6,KIA,40,19,21,0,0.475,8,5승0무5패,2패,11-0-10,8-0-11
20230526,7,삼성,42,18,24,0,0.429,10,3승0무7패,2패,9-0-12,9-0-12
20230526,8,키움,46,19,27,0,0.413,11,3승0무7패,3패,13-0-11,6-0-16
20230526,9,KT,43,15,26,2,0.366,12.5,6승0무4패,3승,9-1-13,6-1-13
20230526,9,한화,44,15,26,3,0.366,12.5,3승1무6패,1패,8-0-14,7-3-12
20230527,1,LG,46,29,16,1,0.644,0,7승1무2패,1패,15-1-8,14-0-8
20230527,2,SSG,45,28,16,1,0.636,0.5,5승1무4패,1승,12-1-8,16-0-8
20230527,3,롯데,41,26,15,0,0.634,1,6승0무4패,3승,14-0-8,12-0-7
20230527,4,두산,44,22,21,1,0.512,6,5승0무5패,1패,12-1-8,10-0-13
20230527,5,NC,44,22,22,0,0.500,6.5,4승0무6패,1패,8-0-10,14-0-12
20230527,6,KIA,41,20,21,0,0.488,7,6승0무4패,1승,12-0-10,8-0-11
20230527,7,삼성,43,18,25,0,0.419,10,3승0무7패,3패,9-0-13,9-0-12
20230527,8,키움,47,19,28,0,0.404,11,3승0무7패,4패,13-0-12,6-0-16
20230527,9,KT,44,16,26,2,0.381,11.5,6승0무4패,4승,9-1-13,7-1-13
20230527,9,한화,45,16,26,3,0.381,11.5,4승1무5패,1승,8-0-14,8-3-12
20230528,1,LG,47,30,16,1,0.652,0,7승1무2패,1승,15-1-8,15-0-8
20230528,2,SSG,45,28,16,1,0.636,1,5승1무4패,1승,12-1-8,16-0-8
20230528,3,롯데,42,26,16,0,0.619,2,6승0무4패,1패,14-0-8,12-0-8
20230528,4,두산,44,22,21,1,0.512,6.5,5승0무5패,1패,12-1-8,10-0-13
20230528,5,NC,44,22,22,0,0.500,7,4승0무6패,1패,8-0-10,14-0-12
20230528,6,KIA,42,20,22,0,0.476,8,5승0무5패,1패,12-0-11,8-0-11
20230528,7,삼성,44,19,25,0,0.432,10,4승0무6패,1승,10-0-13,9-0-12
20230528,8,키움,48,20,28,0,0.417,11,4승0무6패,1승,14-0-12,6-0-16
20230528,9,한화,45,16,26,3,0.381,12,4승1무5패,1승,8-0-14,8-3-12
20230528,10,KT,45,16,27,2,0.372,12.5,6승0무4패,1패,9-1-13,7-1-14
20230530,1,LG,48,31,16,1,0.660,0,7승1무2패,2승,16-1-8,15-0-8
20230530,2,SSG,46,29,16,1,0.644,1,6승0무4패,2승,13-1-8,16-0-8
20230530,3,롯데,43,26,17,0,0.605,3,5승0무5패,2패,14-0-8,12-0-9
20230530,4,NC,45,23,22,0,0.511,7,4승0무6패,1승,9-0-10,14-0-12
20230530,5,두산,45,22,22,1,0.500,7.5,4승0무6패,2패,12-1-8,10-0-14
20230530,6,KIA,43,21,22,0,0.488,8,5승0무5패,1승,13-0-11,8-0-11
20230530,7,삼성,45,19,26,0,0.422,11,4승0무6패,1패,10-0-13,9-0-13
20230530,8,키움,49,20,29,0,0.408,12,3승0무7패,1패,14-0-12,6-0-17
20230530,9,한화,46,17,26,3,0.395,12,4승1무5패,2승,9-0-14,8-3-12
20230530,10,KT,46,16,28,2,0.364,13.5,6승0무4패,2패,9-1-13,7-1-15
20230531,1,LG,49,31,17,1,0.646,0,6승1무3패,1패,16-1-9,15-0-8
20230531,2,SSG,47,29,17,1,0.630,1,6승0무4패,1패,13-1-9,16-0-8
20230531,3,롯데,44,27,17,0,0.614,2,5승0무5패,1승,14-0-8,13-0-9
20230531,4,두산,46,23,22,1,0.511,6.5,4승0무6패,1승,12-1-8,11-0-14
20230531,5,KIA,44,22,22,0,0.500,7,5승0무5패,2승,14-0-11,8-0-11
20230531,5,NC,46,23,23,0,0.500,7,4승0무6패,1패,9-0-11,14-0-12
20230531,7,삼성,46,20,26,0,0.435,10,4승0무6패,1승,10-0-13,10-0-13
20230531,8,키움,50,21,29,0,0.420,11,4승0무6패,1승,14-0-12,7-0-17
20230531,9,한화,47,17,27,3,0.386,12,4승1무5패,1패,9-0-15,8-3-12
20230531,10,KT,47,16,29,2,0.356,13.5,5승0무5패,3패,9-1-13,7-1-16
20230601,1,LG,50,32,17,1,0.653,0,7승0무3패,1승,17-1-9,15-0-8
20230601,2,SSG,48,30,17,1,0.638,1,6승0무4패,1승,14-1-9,16-0-8
20230601,3,롯데,45,27,18,0,0.600,3,5승0무5패,1패,14-0-8,13-0-10
20230601,4,두산,46,23,22,1,0.511,7,4승0무6패,1승,12-1-8,11-0-14
20230601,5,KIA,44,22,22,0,0.500,7.5,5승0무5패,2승,14-0-11,8-0-11
20230601,5,NC,46,23,23,0,0.500,7.5,4승0무6패,1패,9-0-11,14-0-12
20230601,7,삼성,47,20,27,0,0.426,11,4승0무6패,1패,10-0-13,10-0-14
20230601,8,키움,51,21,30,0,0.412,12,4승0무6패,1패,14-0-12,7-0-18
20230601,9,한화,48,18,27,3,0.400,12,5승1무4패,1승,10-0-15,8-3-12
20230601,10,KT,47,16,29,2,0.356,14,5승0무5패,3패,9-1-13,7-1-16
20230602,1,SSG,49,31,17,1,0.646,0,7승0무3패,2승,15-1-9,16-0-8
20230602,2,LG,51,32,18,1,0.640,0,6승0무4패,1패,17-1-10,15-0-8
20230602,3,롯데,46,28,18,0,0.609,2,6승0무4패,1승,15-0-8,13-0-10
20230602,4,두산,47,24,22,1,0.522,6,5승0무5패,2승,12-1-8,12-0-14
20230602,5,NC,47,24,23,0,0.511,6.5,5승0무5패,1승,9-0-11,15-0-12
20230602,6,KIA,45,22,23,0,0.489,7.5,4승0무6패,1패,14-0-11,8-0-12
20230602,7,삼성,48,21,27,0,0.438,10,4승0무6패,1승,10-0-13,11-0-14
20230602,8,키움,52,21,31,0,0.404,12,3승0무7패,2패,14-0-12,7-0-19
20230602,9,한화,49,18,28,3,0.391,12,5승0무5패,1패,10-0-16,8-3-12
20230602,10,KT,48,16,30,2,0.348,14,5승0무5패,4패,9-1-14,7-1-16
20230603,1,SSG,50,32,17,1,0.653,0,7승0무3패,3승,16-1-9,16-0-8
20230603,2,LG,52,32,19,1,0.627,1,5승0무5패,2패,17-1-11,15-0-8
20230603,3,롯데,47,29,18,0,0.617,2,6승0무4패,2승,16-0-8,13-0-10
20230603,4,NC,48,25,23,0,0.521,6.5,5승0무5패,2승,9-0-11,16-0-12
20230603,5,두산,48,24,23,1,0.511,7,5승0무5패,1패,12-1-8,12-0-15
20230603,6,KIA,46,22,24,0,0.478,8.5,4승0무6패,2패,14-0-11,8-0-13
20230603,7,삼성,49,22,27,0,0.449,10,5승0무5패,2승,10-0-13,12-0-14
20230603,8,키움,53,21,32,0,0.396,13,2승0무8패,3패,14-0-12,7-0-20
20230603,9,한화,50,18,29,3,0.383,13,5승0무5패,2패,10-0-17,8-3-12
20230603,10,KT,49,17,30,2,0.362,14,5승0무5패,1승,10-1-14,7-1-16
20230604,1,SSG,51,32,18,1,0.640,0,6승0무4패,1패,16-1-10,16-0-8
20230604,2,LG,53,32,20,1,0.615,1,5승0무5패,3패,17-1-12,15-0-8
20230604,3,롯데,48,29,19,0,0.604,2,6승0무4패,1패,16-0-9,13-0-10
20230604,4,NC,49,26,23,0,0.531,5.5,6승0무4패,3승,9-0-11,17-0-12
20230604,5,두산,49,24,24,1,0.500,7,4승0무6패,2패,12-1-8,12-0-16
20230604,6,KIA,47,23,24,0,0.489,7.5,5승0무5패,1승,14-0-11,9-0-13
20230604,7,삼성,50,22,28,0,0.440,10,4승0무6패,1패,10-0-13,12-0-15
20230604,8,키움,54,22,32,0,0.407,12,3승0무7패,1승,14-0-12,8-0-20
20230604,9,한화,51,19,29,3,0.396,12,5승0무5패,1승,11-0-17,8-3-12
20230604,10,KT,50,18,30,2,0.375,13,6승0무4패,2승,11-1-14,7-1-16
20230606,1,SSG,52,33,18,1,0.647,0,7승0무3패,1승,16-1-10,17-0-8
20230606,2,LG,54,33,20,1,0.623,1,5승0무5패,1승,17-1-12,16-0-8
20230606,3,롯데,49,29,20,0,0.592,3,5승0무5패,2패,16-0-10,13-0-10
20230606,4,NC,50,26,24,0,0.520,6.5,6승0무4패,1패,9-0-11,17-0-13
20230606,5,두산,50,25,24,1,0.510,7,5승0무5패,1승,13-1-8,12-0-16
20230606,6,KIA,48,23,25,0,0.479,8.5,4승0무6패,1패,14-0-12,9-0-13
20230606,7,삼성,51,23,28,0,0.451,10,5승0무5패,1승,11-0-13,12-0-15
20230606,8,키움,55,22,33,0,0.400,13,3승0무7패,1패,14-0-13,8-0-20
20230606,9,KT,51,19,30,2,0.388,13,6승0무4패,3승,11-1-14,8-1-16
20230606,9,한화,52,19,30,3,0.388,13,5승0무5패,1패,11-0-17,8-3-13
20230607,1,SSG,53,34,18,1,0.654,0,7승0무3패,2승,16-1-10,18-0-8
20230607,2,LG,55,33,20,2,0.623,1.5,4승1무5패,1승,17-1-12,16-1-8
20230607,3,롯데,50,29,21,0,0.580,4,4승0무6패,3패,16-0-11,13-0-10
20230607,4,NC,51,27,24,0,0.529,6.5,6승0무4패,1승,9-0-11,18-0-13
20230607,5,두산,51,26,24,1,0.520,7,5승0무5패,2승,14-1-8,12-0-16
20230607,6,KIA,49,23,26,0,0.469,9.5,4승0무6패,2패,14-0-13,9-0-13
20230607,7,삼성,52,23,29,0,0.442,11,5승0무5패,1패,11-0-14,12-0-15
20230607,8,키움,56,22,33,1,0.400,13.5,3승1무6패,1패,14-1-13,8-0-20
20230607,8,KT,52,20,30,2,0.400,13,6승0무4패,4승,11-1-14,9-1-16
20230607,10,한화,53,19,31,3,0.380,14,4승0무6패,2패,11-0-17,8-3-14
20230608,1,SSG,54,35,18,1,0.660,0,8승0무2패,3승,16-1-10,19-0-8
20230608,2,LG,56,33,21,2,0.611,2.5,4승1무5패,1패,17-1-12,16-1-9
20230608,3,롯데,51,29,22,0,0.569,5,3승0무7패,4패,16-0-12,13-0-10
20230608,4,NC,52,28,24,0,0.538,6.5,7승0무3패,2승,9-0-11,19-0-13
20230608,5,두산,52,27,24,1,0.529,7,6승0무4패,3승,15-1-8,12-0-16
20230608,6,KIA,50,23,27,0,0.460,10.5,4승0무6패,3패,14-0-14,9-0-13
20230608,7,삼성,53,23,30,0,0.434,12,5승0무5패,2패,11-0-15,12-0-15
20230608,8,KT,53,21,30,2,0.412,13,6승0무4패,5승,11-1-14,10-1-16
20230608,9,키움,57,23,33,1,0.411,13.5,4승1무5패,1승,15-1-13,8-0-20
20230608,10,한화,54,19,32,3,0.373,15,4승0무6패,3패,11-0-17,8-3-15
20230609,1,SSG,55,35,19,1,0.648,0,7승0무3패,1패,16-1-10,19-0-9
20230609,2,LG,57,33,22,2,0.600,2.5,3승1무6패,2패,17-1-12,16-1-10
20230609,3,롯데,52,30,22,0,0.577,4,4승0무6패,1승,16-0-12,14-0-10
20230609,4,NC,53,29,24,0,0.547,5.5,7승0무3패,3승,10-0-11,19-0-13
20230609,5,두산,53,27,25,1,0.519,7,5승0무5패,1패,15-1-9,12-0-16
20230609,6,KIA,51,24,27,0,0.471,9.5,4승0무6패,1승,14-0-14,10-0-13
20230609,7,삼성,54,23,31,0,0.426,12,4승0무6패,3패,11-0-16,12-0-15
20230609,8,KT,54,22,30,2,0.423,12,6승0무4패,6승,12-1-14,10-1-16
20230609,9,키움,58,23,34,1,0.404,13.5,3승1무6패,1패,15-1-13,8-0-21
20230609,10,한화,55,20,32,3,0.385,14,4승0무6패,1승,12-0-17,8-3-15
20230610,1,SSG,56,35,20,1,0.636,0,6승0무4패,2패,16-1-10,19-0-10
20230610,2,LG,58,33,23,2,0.589,2.5,2승1무7패,3패,17-1-12,16-1-11
20230610,3,롯데,53,30,23,0,0.566,4,4승0무6패,1패,16-0-12,14-0-11
