연도,순위,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%,POS_EN
2022,23,허경민,두산,3루수,120,117,976.3333333333334,9,0,111,158,17,0.968,0,0,0,,3B
2022,23,한유섬,SSG,우익수,120,114,979.6666666666666,0,0,210,4,0,1.0,0,0,0,,RF
2022,25,오재일,삼성,1루수,119,112,949.0,5,0,881,76,87,0.995,0,0,0,,1B
2022,26,최정,SSG,3루수,117,115,958.3333333333334,12,0,71,170,12,0.953,0,0,0,,3B
2022,26,한동희,롯데,3루수,117,112,975.0,19,0,54,177,18,0.924,0,0,0,,3B
2022,28,정은원,한화,2루수,116,114,981.6666666666666,17,0,247,272,63,0.968,0,0,0,,2B
2022,29,최지훈,SSG,중견수,114,106,921.6666666666666,1,0,241,8,2,0.996,0,0,0,,CF
2022,29,박동원,KIA,포수,114,98,865.0,5,2,703,71,8,0.994,5,40,22,35.5,C
2022,31,하주석,한화,유격수,110,104,899.0,19,0,135,275,41,0.956,0,0,0,,SS
2022,32,손아섭,NC,우익수,108,108,894.6666666666666,3,0,193,7,3,0.985,0,0,0,,RF
2022,33,박병호,KT,1루수,107,105,873.0,7,0,861,73,82,0.993,0,0,0,,1B
2022,34,최재훈,한화,포수,106,101,853.6666666666666,3,1,644,78,10,0.996,7,73,34,31.8,C
2022,35,김재환,두산,좌익수,105,104,825.6666666666666,3,0,191,6,0,0.985,0,0,0,,LF
2022,35,김휘집,키움,유격수,105,95,798.0,15,0,138,257,40,0.963,0,0,0,,SS
2022,35,김성현,SSG,2루수,105,67,649.0,7,0,131,230,58,0.981,0,0,0,,2B
2022,35,안치홍,롯데,2루수,105,102,825.0,11,0,170,262,61,0.975,0,0,0,,2B
2022,39,홍창기,LG,우익수,104,97,828.6666666666666,1,0,165,6,3,0.994,0,0,0,,RF
2022,39,전준우,롯데,좌익수,104,99,854.0,2,0,162,2,0,0.988,0,0,0,,LF
2022,41,류지혁,KIA,3루수,103,93,785.6666666666666,11,0,62,139,14,0.948,0,0,0,,3B
2022,42,김현준,삼성,중견수,102,92,799.3333333333334,3,0,232,4,0,0.987,0,0,0,,CF
2022,42,전병우,키움,1루수,102,40,512.0,5,0,530,37,56,0.991,0,0,0,,1B
2022,44,장성우,KT,포수,101,87,763.6666666666666,7,0,661,39,2,0.99,1,46,17,27.0,C
2022,45,이재원,SSG,포수,100,78,660.3333333333334,4,0,567,20,8,0.993,0,55,6,9.8,C
2022,45,박민우,NC,2루수,100,97,840.0,8,0,197,246,59,0.982,0,0,0,,2B
2022,47,김재호,두산,유격수,98,61,580.0,6,0,111,184,43,0.98,0,0,0,,SS
2022,47,김민식,SSG,포수,98,64,595.0,5,3,462,50,3,0.99,3,39,17,30.4,C
2022,49,구자욱,삼성,우익수,97,96,838.6666666666666,4,0,166,5,0,0.977,0,0,0,,RF
2022,49,문보경,LG,3루수,97,94,749.0,4,0,40,135,20,0.978,0,0,0,,3B
2022,51,김지찬,삼성,2루수,96,83,734.3333333333334,18,0,194,251,55,0.961,0,0,0,,2B
2022,51,김현수,LG,좌익수,96,94,802.3333333333334,2,0,172,4,1,0.989,0,0,0,,LF
2022,51,푸이그,키움,우익수,96,96,842.6666666666666,6,0,150,8,1,0.963,0,0,0,,RF
2022,51,양의지,NC,포수,96,89,736.6666666666666,2,1,688,54,5,0.997,5,26,19,42.2,C
2022,55,강민호,삼성,포수,95,83,714.3333333333334,4,0,546,41,2,0.993,2,27,14,34.1,C
2022,56,정보근,롯데,포수,94,67,585.6666666666666,6,0,592,43,4,0.991,6,34,11,24.4,C
2022,57,노수광,한화,좌익수,93,76,648.6666666666666,4,0,168,5,0,0.977,0,0,0,,LF
2022,58,조용호,KT,우익수,92,92,675.3333333333334,0,0,131,7,0,1.0,0,0,0,,RF
2022,59,이창진,KIA,좌익수,89,85,722.6666666666666,0,0,165,3,0,1.0,0,0,0,,LF
2022,60,박경수,KT,2루수,86,45,413.3333333333333,7,0,80,155,29,0.971,0,0,0,,2B
2022,60,이학주,롯데,유격수,86,68,616.0,12,0,119,200,49,0.964,0,0,0,,SS
2022,62,오윤석,KT,2루수,85,75,594.6666666666666,8,0,133,221,49,0.978,0,0,0,,2B
2022,62,양석환,두산,1루수,85,83,685.0,10,0,629,55,54,0.986,0,0,0,,1B
2022,64,오태곤,SSG,좌익수,81,50,488.0,1,0,117,7,1,0.992,0,0,0,,LF
2022,65,김준태,KT,포수,79,57,504.6666666666667,3,0,414,22,1,0.993,7,21,6,22.2,C
2022,65,김민성,LG,3루수,79,25,313.3333333333333,3,0,19,46,3,0.956,0,0,0,,3B
2022,65,김주원,NC,유격수,79,70,636.3333333333334,11,0,139,206,48,0.969,0,0,0,,SS
2022,68,김범수,한화,투수,78,0,66.0,1,0,5,11,1,0.941,0,0,0,,P
2022,69,박건우,NC,중견수,77,76,621.0,3,0,146,3,0,0.98,0,0,0,,CF
2022,69,정훈,롯데,1루수,77,74,614.6666666666666,2,0,561,43,49,0.997,0,0,0,,1B
2022,71,김민수,KT,투수,76,0,80.66666666666667,2,0,3,13,1,0.889,0,0,0,,P
2022,71,오영수,NC,1루수,76,63,553.6666666666666,4,0,486,40,50,0.992,0,0,0,,1B
2022,71,고승민,롯데,우익수,76,62,521.6666666666666,2,0,107,4,0,0.982,0,0,0,,RF
2022,74,송민섭,KT,우익수,75,4,161.33333333333334,1,0,36,0,0,0.973,0,0,0,,RF
2022,74,피터스,롯데,중견수,75,72,630.6666666666666,2,0,140,2,1,0.986,0,0,0,,CF
2022,74,이준영,KIA,투수,75,0,46.333333333333336,3,1,2,13,1,0.833,0,0,0,,P
2022,74,김인환,한화,1루수,75,71,603.6666666666666,5,0,567,56,48,0.992,0,0,0,,1B
2022,78,노시환,한화,3루수,74,69,594.6666666666666,7,0,49,104,10,0.956,0,0,0,,3B
2022,79,구승민,롯데,투수,73,0,62.0,0,0,2,6,0,1.0,0,0,0,,P
2022,80,안재석,두산,유격수,72,54,459.6666666666667,13,0,99,144,36,0.949,0,0,0,,SS
2022,80,김영규,NC,투수,72,0,66.0,0,0,5,17,2,1.0,0,0,0,,P
2022,82,지시완,롯데,포수,71,48,426.3333333333333,2,0,388,23,4,0.995,2,42,9,17.6,C
2022,83,김민혁,KT,좌익수,70,61,455.0,0,0,112,3,1,1.0,0,0,0,,LF
2022,83,조용호,KT,좌익수,70,29,311.3333333333333,0,0,65,1,0,1.0,0,0,0,,LF
2022,83,마티니,NC,좌익수,70,56,508.0,2,0,107,3,0,0.982,0,0,0,,LF
2022,86,김태군,삼성,포수,69,40,390.0,1,0,323,26,3,0.997,1,14,12,46.2,C
2022,86,김도영,KIA,3루수,69,44,407.0,11,0,47,83,8,0.922,0,0,0,,3B
2022,88,김명신,두산,투수,68,0,79.66666666666667,0,0,4,9,2,1.0,0,0,0,,P
2022,88,문보경,LG,1루수,68,19,257.6666666666667,2,0,238,20,26,0.992,0,0,0,,1B
2022,88,서진용,SSG,투수,68,0,67.33333333333333,0,2,6,10,0,1.0,0,0,0,,P
2022,88,원종현,NC,투수,68,0,63.333333333333336,2,0,3,8,2,0.846,0,0,0,,P
2022,88,김유영,롯데,투수,68,0,51.0,1,0,4,8,1,0.923,0,0,0,,P
2022,88,최준용,롯데,투수,68,0,71.0,0,0,6,9,1,1.0,0,0,0,,P
2022,94,김진성,LG,투수,67,0,58.0,0,0,0,10,0,1.0,0,0,0,,P
2022,94,정우영,LG,투수,67,0,58.0,0,0,0,17,3,1.0,0,0,0,,P
2022,96,신준우,키움,유격수,66,16,196.33333333333331,2,0,31,76,20,0.982,0,0,0,,SS
2022,96,이명기,NC,좌익수,66,58,477.6666666666667,4,0,90,2,0,0.958,0,0,0,,LF
2022,98,이정용,LG,투수,65,0,59.333333333333336,1,0,1,7,0,0.889,0,0,0,,P
2022,98,김재웅,키움,투수,65,0,62.66666666666666,0,0,3,7,0,1.0,0,0,0,,P
2022,98,김준완,키움,좌익수,65,39,399.3333333333333,1,0,92,2,1,0.989,0,0,0,,LF
2022,101,진해수,LG,투수,64,0,45.0,0,0,3,6,0,1.0,0,0,0,,P
2022,101,김택형,SSG,투수,64,0,60.333333333333336,1,0,3,6,0,0.9,0,0,0,,P
2022,101,박승욱,롯데,유격수,64,49,419.6666666666667,9,0,81,113,23,0.956,0,0,0,,SS
2022,101,한승택,KIA,포수,64,34,299.6666666666667,0,1,243,25,0,1.0,2,17,7,29.2,C
2022,101,장시환,한화,투수,64,0,63.66666666666666,0,0,4,7,1,1.0,0,0,0,,P
2022,106,서건창,LG,2루수,63,54,474.0,4,0,98,154,41,0.984,0,0,0,,2B
2022,106,허도환,LG,포수,63,27,254.66666666666663,0,0,211,13,0,1.0,3,22,2,8.3,C
2022,106,최주환,SSG,2루수,63,58,435.0,7,0,81,131,23,0.968,0,0,0,,2B
2022,106,크론,SSG,1루수,63,61,533.6666666666666,3,0,542,43,54,0.995,0,0,0,,1B
2022,110,전의산,SSG,1루수,62,56,477.6666666666667,8,0,441,29,39,0.983,0,0,0,,1B
2022,110,최경모,SSG,3루수,62,9,157.66666666666666,3,0,15,35,1,0.943,0,0,0,,3B
2022,112,김재윤,KT,투수,61,0,66.33333333333333,0,0,2,1,0,1.0,0,0,0,,P
2022,112,강한울,삼성,3루수,61,36,336.3333333333333,6,0,26,71,6,0.942,0,0,0,,3B
2022,112,고우석,LG,투수,61,0,60.66666666666666,2,0,4,8,2,0.857,0,0,0,,P
2022,112,김태연,한화,3루수,61,58,473.3333333333333,11,0,52,101,11,0.933,0,0,0,,3B
2022,116,우규민,삼성,투수,60,0,47.0,0,2,1,9,1,1.0,0,0,0,,P
2022,116,이용규,키움,좌익수,60,56,442.3333333333333,2,0,89,2,0,0.978,0,0,0,,LF
2022,116,김강민,SSG,중견수,60,35,341.0,0,0,85,0,0,1.0,0,0,0,,CF
2022,116,노진혁,NC,유격수,60,53,441.3333333333333,8,0,77,125,25,0.962,0,0,0,,SS
2022,120,장승현,두산,포수,59,24,260.3333333333333,4,0,194,14,1,0.981,2,15,4,21.1,C
2022,120,김대유,LG,투수,59,0,39.66666666666666,0,0,3,0,0,1.0,0,0,0,,P
2022,120,김시훈,NC,투수,59,7,83.33333333333333,3,0,2,10,0,0.8,0,0,0,,P
2022,120,노진혁,NC,3루수,59,57,465.3333333333333,8,0,34,72,5,0.93,0,0,0,,3B
2022,120,이용찬,NC,투수,59,0,60.66666666666666,1,1,2,6,1,0.889,0,0,0,,P
2022,125,알포드,KT,좌익수,58,52,420.0,3,0,76,2,0,0.963,0,0,0,,LF
2022,125,주권,KT,투수,58,0,50.66666666666666,0,0,2,5,0,1.0,0,0,0,,P
2022,125,정철원,두산,투수,58,0,72.66666666666667,0,1,4,18,2,1.0,0,0,0,,P
2022,125,홍건희,두산,투수,58,0,62.0,0,0,5,12,0,1.0,0,0,0,,P
2022,125,이승현,삼성,투수,58,0,47.66666666666666,0,0,1,11,0,1.0,0,0,0,,P
2022,125,박대온,NC,포수,58,37,338.3333333333333,2,0,309,13,1,0.994,3,20,7,25.9,C
2022,131,오승환,삼성,투수,57,0,57.0,1,0,3,1,0,0.8,0,0,0,,P
2022,131,마티니,NC,1루수,57,52,396.3333333333333,10,0,335,21,29,0.973,0,0,0,,1B
2022,133,이재현,삼성,유격수,56,42,380.3333333333333,7,0,61,111,25,0.961,0,0,0,,SS
2022,133,김재현,키움,포수,56,31,217.33333333333331,4,1,149,18,3,0.977,2,16,6,27.3,C
2022,133,강재민,한화,투수,56,0,51.333333333333336,0,0,3,6,0,1.0,0,0,0,,P
2022,136,김도규,롯데,투수,55,0,51.0,0,0,1,5,1,1.0,0,0,0,,P
2022,136,정해영,KIA,투수,55,0,56.0,1,0,4,8,0,0.923,0,0,0,,P
2022,138,이승현,삼성,투수,54,0,50.0,0,0,2,6,2,1.0,0,0,0,,P
2022,138,황성빈,롯데,중견수,54,49,388.6666666666667,5,0,94,1,1,0.95,0,0,0,,CF
2022,138,장현식,KIA,투수,54,0,52.0,1,0,4,7,1,0.917,0,0,0,,P
2022,138,이진영,한화,우익수,54,47,414.6666666666667,1,0,73,3,0,0.987,0,0,0,,RF
2022,142,오선진,삼성,3루수,53,36,326.6666666666667,4,0,26,56,4,0.953,0,0,0,,3B
2022,142,이승호,키움,투수,53,0,50.333333333333336,0,0,0,5,1,1.0,0,0,0,,P
2022,142,박준영,NC,3루수,53,40,369.3333333333333,9,0,34,75,7,0.924,0,0,0,,3B
2022,145,박영현,KT,투수,52,0,51.66666666666666,1,0,0,6,0,0.857,0,0,0,,P
2022,145,안권수,두산,우익수,52,39,366.3333333333333,6,0,82,4,0,0.935,0,0,0,,RF
2022,145,김종수,한화,투수,52,0,45.0,1,1,2,6,0,0.889,0,0,0,,P
2022,145,윤호솔,한화,투수,52,0,42.333333333333336,1,0,1,2,0,0.75,0,0,0,,P
2022,149,최민준,SSG,투수,51,1,68.33333333333333,1,2,6,10,0,0.941,0,0,0,,P
2022,149,류진욱,NC,투수,51,0,46.333333333333336,2,0,2,5,0,0.778,0,0,0,,P
2023,1,박해민,LG,중견수,142,136,1187.6666666666667,3,0,338,2,1,0.991,0,0,0,,CF
2023,2,이재현,삼성,유격수,140,135,1156.3333333333333,20,0,222,341,70,0.966,0,0,0,,SS
2023,3,정수빈,두산,중견수,135,131,1111.0,0,0,318,8,2,1.0,0,0,0,,CF
2023,4,김상수,KT,유격수,129,123,1020.3333333333334,6,0,176,259,54,0.986,0,0,0,,SS
2023,5,박성한,SSG,유격수,128,124,1090.3333333333333,19,0,218,368,90,0.969,0,0,0,,SS
2023,5,문보경,LG,3루수,128,126,1090.6666666666667,20,0,104,183,24,0.935,0,0,0,,3B
2023,5,박동원,LG,포수,128,112,982.0,8,4,751,72,9,0.99,8,83,19,18.6,C
2023,5,박찬호,KIA,유격수,128,121,1042.6666666666667,14,0,206,303,68,0.973,0,0,0,,SS
2023,9,김주원,NC,유격수,127,122,1030.0,29,0,177,313,67,0.944,0,0,0,,SS
2023,10,김혜성,키움,2루수,126,124,1067.0,15,0,247,374,79,0.976,0,0,0,,2B
2023,10,허경민,두산,3루수,126,116,997.6666666666666,5,0,90,155,15,0.98,0,0,0,,3B
2023,12,오지환,LG,유격수,125,115,1010.6666666666666,14,0,176,275,64,0.97,0,0,0,,SS
2023,12,김민석,롯데,중견수,125,107,933.6666666666666,1,0,243,3,0,0.996,0,0,0,,CF
2023,14,노시환,한화,3루수,122,121,1065.6666666666667,19,0,114,228,20,0.947,0,0,0,,3B
2023,15,김민식,SSG,포수,121,87,786.6666666666666,1,4,601,62,7,0.998,6,65,18,21.7,C
2023,16,최재훈,한화,포수,120,106,884.3333333333334,3,2,704,67,4,0.996,6,60,27,31.0,C
2023,17,장성우,KT,포수,116,104,886.0,6,0,719,43,10,0.992,2,76,13,14.6,C
2023,18,최정,SSG,3루수,114,112,934.3333333333334,13,0,70,175,24,0.95,0,0,0,,3B
2023,18,오스틴,LG,1루수,114,113,930.3333333333334,14,0,832,72,88,0.985,0,0,0,,1B
2023,18,김선빈,KIA,2루수,114,111,895.3333333333334,7,0,180,270,74,0.985,0,0,0,,2B
2023,18,박민우,NC,2루수,114,108,874.6666666666666,15,0,196,264,56,0.968,0,0,0,,2B
2023,22,소크라테스,KIA,중견수,113,106,827.3333333333334,2,0,249,2,0,0.992,0,0,0,,CF
2023,23,알포드,KT,좌익수,112,108,858.0,3,0,209,5,1,0.986,0,0,0,,LF
2023,24,양석환,두산,1루수,111,111,920.6666666666666,10,0,785,64,69,0.988,0,0,0,,1B
2023,25,최지훈,SSG,중견수,109,100,871.6666666666666,3,0,225,3,1,0.987,0,0,0,,CF
2023,25,유강남,롯데,포수,109,98,821.0,4,0,714,60,2,0.995,9,71,20,22.0,C
2023,27,황재균,KT,3루수,107,103,895.0,11,0,82,162,14,0.957,0,0,0,,3B
2023,27,노진혁,롯데,유격수,107,95,827.0,11,0,142,220,50,0.971,0,0,0,,SS
2023,29,홍창기,LG,우익수,104,97,841.6666666666666,2,0,198,7,3,0.99,0,0,0,,RF
2023,29,김현준,삼성,중견수,104,101,872.0,5,0,301,4,2,0.984,0,0,0,,CF
2023,31,에레디아,SSG,좌익수,101,97,843.6666666666666,5,0,201,10,1,0.977,0,0,0,,LF
2023,31,박경수,KT,2루수,101,52,503.0,4,0,117,179,35,0.987,0,0,0,,2B
2023,31,강민호,삼성,포수,101,94,786.6666666666666,3,0,579,49,4,0.995,4,50,12,19.4,C
2023,31,정은원,한화,2루수,101,92,797.6666666666666,8,0,188,245,57,0.982,0,0,0,,2B
2023,35,김동헌,키움,포수,100,48,522.0,4,0,377,43,5,0.991,7,49,21,30.0,C
2023,36,류지혁,삼성,3루수,99,83,690.6666666666666,6,0,56,124,14,0.968,0,0,0,,3B
2023,36,피렐라,삼성,좌익수,99,95,809.0,1,0,171,6,0,0.994,0,0,0,,LF
2023,38,배정대,KT,중견수,97,93,800.0,1,0,246,6,3,0.996,0,0,0,,CF
2023,38,양의지,두산,포수,97,93,773.0,3,1,635,48,8,0.996,6,28,17,37.8,C
2023,38,이도윤,한화,유격수,97,90,746.0,8,0,157,203,43,0.978,0,0,0,,SS
2023,41,서호철,NC,3루수,96,78,690.0,10,0,66,133,19,0.952,0,0,0,,3B
2023,42,윤동희,롯데,우익수,94,79,716.3333333333334,3,0,156,2,0,0.981,0,0,0,,RF
2023,43,안치홍,롯데,2루수,93,87,699.0,2,0,175,209,40,0.995,0,0,0,,2B
2023,43,강승호,두산,2루수,93,85,724.0,13,0,187,210,37,0.968,0,0,0,,2B
2023,45,박병호,KT,1루수,92,89,730.3333333333334,5,0,670,61,55,0.993,0,0,0,,1B
2023,46,김지찬,삼성,2루수,91,84,696.3333333333334,16,0,170,224,45,0.961,0,0,0,,2B
2023,47,신민재,LG,2루수,89,76,689.3333333333334,9,0,162,231,57,0.978,0,0,0,,2B
2023,48,송성문,키움,3루수,88,74,685.6666666666666,8,0,73,128,16,0.962,0,0,0,,3B
2023,48,오재일,삼성,1루수,88,80,700.0,8,0,656,53,55,0.989,0,0,0,,1B
2023,50,김태군,KIA,포수,87,72,619.0,4,0,462,47,6,0.992,3,42,13,23.6,C
2023,50,박건우,NC,우익수,87,87,686.0,0,0,133,3,0,1.0,0,0,0,,RF
2023,52,박세혁,NC,포수,86,72,620.0,1,0,524,41,8,0.998,3,50,19,27.5,C
2023,52,김재호,두산,유격수,86,71,611.3333333333334,9,0,119,166,43,0.969,0,0,0,,SS
2023,54,문성주,LG,좌익수,85,63,602.6666666666666,1,0,162,1,0,0.994,0,0,0,,LF
2023,54,권희동,NC,좌익수,85,80,660.0,2,0,153,2,0,0.987,0,0,0,,LF
2023,56,마틴,NC,중견수,84,82,681.6666666666666,2,0,187,0,0,0.989,0,0,0,,CF
2023,57,이정후,키움,중견수,81,80,698.0,1,0,204,5,1,0.995,0,0,0,,CF
2023,57,김도영,KIA,3루수,81,81,695.3333333333334,11,0,68,140,16,0.95,0,0,0,,3B
2023,59,오태곤,SSG,1루수,80,40,433.6666666666667,2,0,413,37,59,0.996,0,0,0,,1B
2023,59,김진성,LG,투수,80,0,70.33333333333333,0,0,1,6,0,1.0,0,0,0,,P
2023,59,이진영,한화,우익수,80,53,509.3333333333333,4,0,127,9,0,0.971,0,0,0,,RF
2023,62,한유섬,SSG,우익수,79,68,593.6666666666666,3,0,106,5,1,0.974,0,0,0,,RF
2023,62,박상언,한화,포수,79,38,388.6666666666667,1,1,333,34,3,0.997,4,31,15,32.6,C
2023,64,최주환,SSG,2루수,78,69,540.6666666666666,7,0,131,168,55,0.977,0,0,0,,2B
2023,64,이지영,키움,포수,78,69,539.0,4,0,467,32,3,0.992,0,52,14,21.2,C
2023,66,이형종,키움,우익수,77,61,571.6666666666666,2,0,117,5,0,0.984,0,0,0,,RF
2023,66,박승욱,롯데,2루수,77,44,447.3333333333333,8,0,104,165,38,0.971,0,0,0,,2B
2023,66,한동희,롯데,3루수,77,72,574.0,9,0,43,96,7,0.939,0,0,0,,3B
2023,69,노경은,SSG,투수,76,0,83.0,1,0,6,8,1,0.933,0,0,0,,P
2023,69,김범수,한화,투수,76,0,62.333333333333336,3,0,4,9,0,0.813,0,0,0,,P
2023,69,채은성,한화,1루수,76,68,603.3333333333334,4,0,540,30,40,0.993,0,0,0,,1B
2023,72,장승현,두산,포수,75,37,390.3333333333333,2,1,312,29,2,0.994,5,21,11,34.4,C
2023,73,김휘집,키움,유격수,74,64,578.0,14,0,102,157,40,0.949,0,0,0,,SS
2023,73,안중열,NC,포수,74,50,411.6666666666667,5,1,373,21,2,0.987,4,32,10,23.8,C
2023,73,윤형준,NC,1루수,74,57,476.0,4,0,431,35,44,0.991,0,0,0,,1B
2023,76,고효준,SSG,투수,73,0,58.0,2,1,1,8,0,0.818,0,0,0,,P
2023,77,김태훈,삼성,투수,71,0,63.333333333333336,0,0,4,14,0,1.0,0,0,0,,P
2023,78,류진욱,NC,투수,70,0,67.0,0,0,2,14,0,1.0,0,0,0,,P
2023,78,구자욱,삼성,우익수,70,69,590.6666666666666,0,0,121,3,1,1.0,0,0,0,,RF
2023,78,김명신,두산,투수,70,0,79.0,1,0,1,7,0,0.889,0,0,0,,P
2023,78,문현빈,한화,중견수,70,64,519.0,2,0,129,2,1,0.985,0,0,0,,CF
2023,82,김성현,SSG,2루수,69,44,426.0,6,0,122,144,42,0.978,0,0,0,,2B
2023,82,서진용,SSG,투수,69,0,73.0,0,0,1,4,0,1.0,0,0,0,,P
2023,82,이우성,KIA,우익수,69,54,429.6666666666667,0,0,102,4,1,1.0,0,0,0,,RF
2023,82,이창진,KIA,좌익수,69,40,392.0,1,0,92,2,0,0.989,0,0,0,,LF
2023,82,로하스,두산,좌익수,69,63,508.0,0,0,112,3,1,1.0,0,0,0,,LF
2023,87,박영현,KT,투수,68,0,75.33333333333333,0,0,5,7,0,1.0,0,0,0,,P
2023,87,김호령,KIA,중견수,68,22,288.3333333333333,1,0,97,0,0,0.99,0,0,0,,CF
2023,89,김재웅,키움,투수,67,0,59.66666666666666,0,1,1,8,0,1.0,0,0,0,,P
2023,89,유영찬,LG,투수,67,0,68.0,1,0,7,11,2,0.947,0,0,0,,P
2023,89,구승민,롯데,투수,67,0,63.66666666666666,1,0,3,11,0,0.933,0,0,0,,P
2023,89,이유찬,두산,2루수,67,41,394.0,12,0,107,123,27,0.95,0,0,0,,2B
2023,89,정철원,두산,투수,67,0,72.33333333333333,2,0,6,9,1,0.882,0,0,0,,P
2023,94,오영수,NC,1루수,66,61,482.0,8,0,417,25,35,0.982,0,0,0,,1B
2023,94,김태혁,롯데,투수,66,0,52.0,1,0,2,5,1,0.875,0,0,0,,P
2023,94,정훈,롯데,1루수,66,47,410.3333333333333,5,0,344,23,30,0.987,0,0,0,,1B
2023,97,임정호,NC,투수,65,0,50.0,1,1,0,5,0,0.833,0,0,0,,P
2023,98,손동현,KT,투수,64,0,73.66666666666667,2,2,3,8,0,0.846,0,0,0,,P
2023,98,이호연,KT,2루수,64,52,370.3333333333333,8,0,80,125,19,0.962,0,0,0,,2B
2023,98,이준영,KIA,투수,64,0,33.666666666666664,0,0,1,2,0,1.0,0,0,0,,P
2023,98,임기영,KIA,투수,64,0,82.0,0,0,0,10,1,1.0,0,0,0,,P
2023,98,전상현,KIA,투수,64,0,58.66666666666666,0,0,0,8,0,1.0,0,0,0,,P
2023,98,홍건희,두산,투수,64,0,61.66666666666666,2,0,1,7,0,0.8,0,0,0,,P
2023,98,이원석,한화,중견수,64,25,294.3333333333333,2,0,93,3,1,0.98,0,0,0,,CF
2023,105,김영규,NC,투수,63,0,61.66666666666666,0,0,6,9,2,1.0,0,0,0,,P
2023,105,김원중,롯데,투수,63,0,63.66666666666666,0,0,4,7,0,1.0,0,0,0,,P
2023,107,고승민,롯데,1루수,62,54,449.6666666666667,2,0,390,37,32,0.995,0,0,0,,1B
2023,107,박치국,두산,투수,62,0,53.0,0,0,2,3,0,1.0,0,0,0,,P
2023,109,김시훈,NC,투수,61,0,52.66666666666666,1,0,1,6,0,0.875,0,0,0,,P
2023,109,안권수,롯데,좌익수,61,32,312.6666666666667,3,0,92,4,0,0.97,0,0,0,,LF
2023,109,조수행,두산,우익수,61,34,316.3333333333333,2,0,72,2,1,0.974,0,0,0,,RF
2023,112,정우영,LG,투수,60,0,51.66666666666666,0,0,3,7,0,1.0,0,0,0,,P
2023,112,이용찬,NC,투수,60,0,61.0,1,2,7,9,0,0.941,0,0,0,,P
2023,112,이승현,삼성,투수,60,0,60.0,0,0,4,4,0,1.0,0,0,0,,P
2023,112,황성빈,롯데,좌익수,60,36,337.0,1,0,96,2,0,0.99,0,0,0,,LF
2023,116,김재윤,KT,투수,59,0,65.66666666666667,1,0,5,7,1,0.923,0,0,0,,P
2023,116,이우성,KIA,좌익수,59,39,363.6666666666667,1,0,75,0,0,0.987,0,0,0,,LF
2023,116,도태훈,NC,1루수,59,23,287.0,1,0,260,19,28,0.996,0,0,0,,1B
2023,119,최지민,KIA,투수,58,0,59.333333333333336,1,1,4,8,1,0.923,0,0,0,,P
