연도,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,ISO,BB_pct,K_pct,BABIP,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
2022,11,한동희,롯데,0.307,129,499,456,43,140,27,0,14,209,65,0,4,33.0,2.0,6.0,64.0,15.0,0.458,0.359,0.817,41.0,0.278,0.444,0.151,0.0661322645290581,0.1282565130260521,0.3298429319371728,41,154,102,1.51,4,0.52,3.52,0.151,69.2,0.276
2022,12,전준우,롯데,0.304,120,517,470,73,143,31,1,11,209,68,0,9,35.0,1.0,3.0,73.0,14.0,0.445,0.35,0.795,45.0,0.285,0.25,0.141,0.0676982591876208,0.1411992263056092,0.3341772151898734,43,146,117,1.25,7,0.48,3.57,0.14,70.3,0.269
2022,13,최지훈,SSG,0.304,144,640,569,93,173,32,4,10,243,61,13,4,47.0,0.0,7.0,77.0,7.0,0.427,0.362,0.789,43.0,0.362,1.0,0.123,0.0734375,0.1203125,0.3353909465020576,46,151,172,0.88,9,0.61,3.63,0.123,90.0,0.27
2022,14,박성한,SSG,0.298,140,564,494,68,147,24,4,2,185,56,6,2,60.0,1.0,2.0,81.0,5.0,0.374,0.375,0.749,35.0,0.31,0.0,0.076,0.1063829787234042,0.1436170212765957,0.3510895883777239,30,156,112,1.39,7,0.74,3.99,0.077,70.7,0.262
2022,15,마티니,NC,0.296,139,576,510,67,151,34,1,16,235,85,0,7,51.0,5.0,8.0,86.0,8.0,0.461,0.365,0.826,42.0,0.306,1.0,0.165,0.0885416666666666,0.1493055555555555,0.3253012048192771,51,123,157,0.78,6,0.59,3.81,0.165,85.7,0.28
2022,16,채은성,LG,0.296,126,526,467,48,138,26,2,12,204,83,0,11,27.0,3.0,21.0,88.0,16.0,0.437,0.354,0.791,31.0,0.279,0.0,0.141,0.0513307984790874,0.1673003802281368,0.3333333333333333,40,115,137,0.84,11,0.31,3.71,0.141,69.8,0.269
2022,17,박해민,LG,0.289,144,636,570,97,165,20,8,3,210,49,7,6,44.0,0.0,9.0,85.0,4.0,0.368,0.347,0.715,42.0,0.333,0.0,0.079,0.0691823899371069,0.1336477987421383,0.3319672131147541,31,158,168,0.94,9,0.52,4.01,0.079,78.4,0.248
2022,18,허경민,두산,0.289,121,493,432,59,125,23,0,8,172,60,2,7,36.0,3.0,16.0,40.0,12.0,0.398,0.36,0.758,33.0,0.317,0.0,0.109,0.0730223123732251,0.0811359026369168,0.29923273657289,31,141,133,1.06,8,0.9,3.83,0.109,63.6,0.262
2022,19,터크먼,한화,0.289,144,648,575,88,166,37,4,12,247,43,0,2,64.0,5.0,7.0,104.0,12.0,0.43,0.366,0.796,47.0,0.216,0.0,0.141,0.0987654320987654,0.1604938271604938,0.334056399132321,53,150,157,0.96,2,0.62,4.0,0.141,86.8,0.272
2022,20,김선빈,KIA,0.287,140,587,505,51,145,23,0,3,177,61,7,3,65.0,0.0,6.0,47.0,14.0,0.35,0.373,0.723,40.0,0.265,0.333,0.063,0.110732538330494,0.080068143100511,0.3100436681222707,26,182,134,1.36,6,1.38,3.96,0.063,69.7,0.255
2022,21,김현수,LG,0.286,141,604,524,78,150,25,2,23,248,106,0,3,71.0,7.0,5.0,62.0,5.0,0.473,0.375,0.848,43.0,0.275,0.0,0.187,0.1175496688741721,0.1026490066225165,0.2873303167420814,50,145,170,0.85,17,1.15,3.76,0.187,93.6,0.287
2022,22,홍창기,LG,0.286,118,525,437,76,125,19,4,1,155,51,5,5,59.0,0.0,19.0,75.0,11.0,0.355,0.39,0.745,34.0,0.385,0.0,0.069,0.1123809523809523,0.1428571428571428,0.3387978142076502,24,154,88,1.75,8,0.79,4.1,0.069,66.7,0.264
2022,23,안치홍,롯데,0.284,132,562,493,71,140,27,3,14,215,58,8,5,51.0,4.0,5.0,52.0,13.0,0.436,0.354,0.79,38.0,0.222,0.333,0.152,0.090747330960854,0.092526690391459,0.2916666666666667,44,152,154,0.99,7,0.98,3.85,0.152,75.2,0.268
2022,24,양의지,NC,0.283,130,510,427,61,121,24,0,20,205,94,0,10,60.0,6.0,13.0,48.0,16.0,0.48,0.38,0.86,28.0,0.35,0.667,0.197,0.1176470588235294,0.0941176470588235,0.2737127371273712,44,105,163,0.64,12,1.25,3.63,0.197,78.9,0.291
2022,25,노시환,한화,0.281,115,490,434,55,122,24,1,6,166,59,0,4,48.0,1.0,4.0,95.0,13.0,0.382,0.355,0.737,33.0,0.322,1.0,0.1009999999999999,0.0979591836734693,0.1938775510204081,0.344213649851632,31,119,102,1.17,5,0.51,3.91,0.101,58.3,0.255
2022,26,노진혁,NC,0.28,115,451,396,50,111,24,0,15,180,75,3,5,45.0,3.0,2.0,105.0,11.0,0.455,0.353,0.808,26.0,0.295,0.0,0.175,0.0997782705099778,0.2328159645232816,0.3416370106761566,39,88,97,0.91,8,0.43,3.93,0.174,62.4,0.273
2022,27,손아섭,NC,0.277,138,617,548,72,152,29,4,4,201,48,1,6,59.0,2.0,3.0,76.0,9.0,0.367,0.347,0.714,45.0,0.3,0.0,0.0899999999999999,0.0956239870340356,0.1231766612641815,0.3122362869198312,37,198,128,1.55,4,0.78,3.9,0.089,72.2,0.248
2022,28,푸이그,키움,0.277,126,547,473,65,131,30,0,21,224,73,0,4,58.0,1.0,12.0,100.0,6.0,0.474,0.367,0.841,37.0,0.268,0.0,0.1969999999999999,0.1060329067641681,0.1828153564899451,0.3089887640449438,51,88,158,0.56,8,0.58,3.83,0.197,83.4,0.284
2022,29,박병호,KT,0.275,124,487,429,72,118,17,0,35,240,98,0,6,40.0,3.0,12.0,131.0,7.0,0.559,0.349,0.908,24.0,0.259,0.429,0.284,0.082135523613963,0.2689938398357289,0.3085501858736059,52,75,111,0.68,11,0.31,3.93,0.284,83.6,0.297
2022,30,류지혁,KIA,0.274,127,477,405,55,111,19,2,2,140,48,8,2,56.0,0.0,6.0,83.0,6.0,0.346,0.369,0.715,28.0,0.305,0.286,0.0719999999999999,0.1174004192872117,0.1740041928721174,0.3385093167701863,23,130,83,1.57,8,0.67,3.93,0.072,55.6,0.253
2022,31,정은원,한화,0.274,140,601,508,67,139,20,2,8,187,49,4,3,85.0,0.0,1.0,109.0,10.0,0.368,0.377,0.745,37.0,0.254,0.333,0.0939999999999999,0.1414309484193011,0.1813643926788685,0.33248730964467,30,138,125,1.1,4,0.78,4.33,0.094,75.1,0.262
2022,32,박찬호,KIA,0.272,130,566,493,81,134,22,0,4,168,45,8,7,57.0,0.0,1.0,67.0,9.0,0.341,0.344,0.685,34.0,0.277,0.0,0.069,0.1007067137809187,0.1183745583038869,0.303030303030303,26,160,139,1.15,8,0.85,4.0,0.069,67.1,0.24
2022,33,오지환,LG,0.269,142,569,494,75,133,16,4,25,232,87,3,3,62.0,2.0,7.0,107.0,11.0,0.47,0.357,0.827,35.0,0.32,1.0,0.2009999999999999,0.1089630931458699,0.18804920913884,0.2958904109589041,45,135,122,1.11,11,0.58,4.07,0.2,84.1,0.278
2022,34,오재일,삼성,0.268,135,536,470,57,126,42,0,21,231,94,0,7,57.0,8.0,2.0,133.0,7.0,0.491,0.345,0.836,31.0,0.304,0.333,0.2229999999999999,0.1063432835820895,0.2481343283582089,0.3250773993808049,63,88,130,0.68,5,0.43,4.01,0.223,79.3,0.278
2022,35,이지영,키움,0.267,137,450,420,38,112,13,4,2,139,37,8,0,20.0,2.0,2.0,44.0,16.0,0.331,0.303,0.634,26.0,0.262,0.364,0.064,0.0444444444444444,0.0977777777777777,0.2941176470588235,19,158,106,1.49,6,0.45,3.37,0.064,36.4,0.219
2022,35,박민우,NC,0.267,104,451,390,61,104,22,1,4,140,38,6,3,42.0,5.0,10.0,55.0,7.0,0.359,0.351,0.71,28.0,0.264,0.0,0.0919999999999999,0.0931263858093126,0.1219512195121951,0.2994011976047904,27,123,111,1.11,4,0.76,3.92,0.092,53.5,0.248
2022,37,배정대,KT,0.266,144,575,508,64,135,24,2,6,181,56,5,4,54.0,0.0,4.0,126.0,2.0,0.356,0.339,0.695,34.0,0.281,0.333,0.0899999999999999,0.0939130434782608,0.2191304347826086,0.3394736842105263,32,117,134,0.87,9,0.43,4.12,0.091,67.7,0.242
2022,38,최정,SSG,0.266,121,505,414,80,110,21,0,26,209,87,0,6,66.0,3.0,19.0,96.0,6.0,0.505,0.386,0.891,27.0,0.292,0.5,0.239,0.1306930693069307,0.1900990099009901,0.2818791946308724,47,72,142,0.51,9,0.69,3.92,0.239,85.1,0.3
2022,39,최형우,KIA,0.264,132,530,454,55,120,27,1,14,191,71,0,2,73.0,5.0,1.0,92.0,9.0,0.421,0.366,0.787,33.0,0.282,0.286,0.1569999999999999,0.1377358490566037,0.1735849056603773,0.3028571428571429,42,114,130,0.88,6,0.79,4.22,0.156,71.1,0.27
2022,40,한유섬,SSG,0.264,135,545,458,62,121,33,1,21,219,100,0,5,66.0,6.0,16.0,137.0,8.0,0.478,0.372,0.85,31.0,0.284,0.111,0.2139999999999999,0.1211009174311926,0.2513761467889908,0.3278688524590163,55,114,91,1.25,15,0.48,4.02,0.214,82.7,0.287
2022,41,강승호,두산,0.264,134,487,444,54,117,28,1,10,177,62,6,5,29.0,0.0,3.0,100.0,8.0,0.399,0.31,0.709,34.0,0.299,0.25,0.135,0.0595482546201232,0.2053388090349076,0.3156342182890855,39,98,134,0.73,11,0.29,3.45,0.135,55.1,0.239
2022,42,황재균,KT,0.262,141,581,519,59,136,25,3,10,197,64,2,2,53.0,5.0,5.0,99.0,17.0,0.38,0.335,0.715,36.0,0.303,0.0,0.118,0.0912220309810671,0.1703958691910499,0.3058252427184466,38,132,154,0.86,4,0.54,3.82,0.118,63.2,0.246
2022,43,정수빈,두산,0.259,127,455,405,58,105,12,4,3,134,41,6,4,39.0,1.0,1.0,56.0,2.0,0.331,0.323,0.654,29.0,0.237,0.0,0.072,0.0857142857142857,0.123076923076923,0.2914285714285714,19,153,95,1.61,3,0.7,3.81,0.072,47.3,0.228
2022,44,추신수,SSG,0.259,112,499,409,77,106,20,1,16,176,58,2,4,71.0,1.0,13.0,100.0,6.0,0.43,0.382,0.812,29.0,0.299,0.25,0.1709999999999999,0.1422845691382765,0.2004008016032064,0.303030303030303,37,101,106,0.95,5,0.71,4.09,0.171,73.8,0.279
2022,45,하주석,한화,0.258,125,483,445,50,115,18,2,5,152,58,1,3,31.0,1.0,3.0,126.0,4.0,0.342,0.309,0.651,29.0,0.255,0.75,0.084,0.0641821946169772,0.2608695652173913,0.3470031545741325,25,134,73,1.84,9,0.25,3.83,0.083,49.4,0.225
2022,46,황대인,KIA,0.256,129,524,476,40,122,27,0,14,191,91,0,5,36.0,2.0,7.0,92.0,20.0,0.401,0.315,0.716,34.0,0.296,0.0,0.145,0.0687022900763358,0.1755725190839694,0.288,41,121,146,0.83,8,0.39,3.53,0.145,56.4,0.242
2022,47,유강남,LG,0.255,139,469,416,54,106,16,0,8,146,47,6,2,34.0,1.0,11.0,98.0,9.0,0.351,0.326,0.677,27.0,0.255,0.385,0.0959999999999999,0.0724946695095948,0.208955223880597,0.3141025641025641,24,102,112,0.91,4,0.35,3.93,0.096,48.2,0.234
2022,48,김재환,두산,0.248,128,517,448,64,111,24,1,23,206,72,0,4,61.0,4.0,4.0,133.0,5.0,0.46,0.34,0.8,22.0,0.271,0.333,0.212,0.1179883945841392,0.2572533849129594,0.2972972972972973,48,98,110,0.89,4,0.46,3.93,0.212,73.0,0.268
2022,49,송성문,키움,0.247,142,601,547,67,135,21,4,13,203,79,1,7,45.0,6.0,1.0,65.0,8.0,0.371,0.302,0.673,31.0,0.269,0.0,0.124,0.0748752079866888,0.108153078202995,0.2563025210084033,38,156,198,0.79,11,0.69,3.57,0.124,63.4,0.229
2022,50,양석환,두산,0.244,107,446,405,58,99,14,1,20,175,51,0,2,32.0,3.0,7.0,101.0,3.0,0.432,0.309,0.741,23.0,0.245,0.0,0.188,0.0717488789237668,0.226457399103139,0.2762237762237762,35,67,140,0.48,5,0.32,3.85,0.188,56.4,0.247
2022,51,박동원,KIA,0.242,123,447,385,52,93,21,0,18,168,57,7,1,45.0,4.0,9.0,95.0,9.0,0.436,0.334,0.77,21.0,0.234,0.077,0.194,0.1006711409395973,0.2125279642058165,0.2747252747252747,39,104,94,1.11,6,0.47,4.1,0.195,56.5,0.259
2022,52,김태연,한화,0.24,119,464,404,46,97,18,0,7,136,53,3,4,48.0,1.0,5.0,106.0,9.0,0.337,0.325,0.662,25.0,0.239,0.0,0.097,0.1034482758620689,0.2284482758620689,0.3050847457627119,25,102,103,0.99,3,0.45,4.11,0.097,46.7,0.231
2022,53,심우준,KT,0.24,132,449,388,69,93,8,2,4,117,34,11,4,43.0,0.0,2.0,75.0,11.0,0.302,0.316,0.618,23.0,0.175,0.333,0.062,0.0957683741648107,0.1670378619153674,0.2843450479233226,14,104,120,0.87,4,0.57,4.31,0.062,42.6,0.218
2023,1,손아섭,NC,0.339,140,609,551,97,187,36,3,5,244,65,1,5,50.0,2.0,2.0,67.0,10.0,0.443,0.393,0.836,54.0,0.339,0.333,0.1039999999999999,0.0821018062397372,0.1100164203612479,0.3760330578512397,44,181,121,1.5,5,0.75,3.74,0.103,91.7,0.288
2023,2,구자욱,삼성,0.336,119,515,453,65,152,37,1,11,224,71,2,3,53.0,2.0,4.0,81.0,5.0,0.494,0.407,0.901,50.0,0.395,0.0,0.1579999999999999,0.1029126213592233,0.1572815533980582,0.3873626373626374,49,97,126,0.77,8,0.65,4.04,0.159,86.7,0.307
2023,3,김혜성,키움,0.335,137,621,556,104,186,29,6,7,248,57,0,5,57.0,3.0,3.0,77.0,6.0,0.446,0.396,0.842,50.0,0.314,0.0,0.1109999999999999,0.0917874396135265,0.1239935587761674,0.3752620545073375,42,135,163,0.83,7,0.74,3.77,0.112,98.6,0.29
2023,4,홍창기,LG,0.332,141,643,524,109,174,35,2,1,216,65,3,6,88.0,3.0,22.0,83.0,6.0,0.412,0.444,0.856,58.0,0.361,0.5,0.0799999999999999,0.1368584758942457,0.1290824261275272,0.3878923766816143,38,158,115,1.37,5,1.06,4.14,0.08,98.6,0.303
2023,5,에레디아,SSG,0.323,122,523,473,76,153,29,0,12,218,76,1,1,39.0,4.0,9.0,75.0,13.0,0.461,0.385,0.846,43.0,0.338,0.0,0.138,0.0745697896749522,0.1434034416826003,0.3643410852713178,41,117,129,0.91,12,0.52,3.6,0.137,75.9,0.289
2023,6,김선빈,KIA,0.32,119,473,419,41,134,16,0,0,150,48,8,3,38.0,0.0,5.0,26.0,10.0,0.358,0.381,0.739,36.0,0.333,0.0,0.0379999999999999,0.080338266384778,0.054968287526427,0.3383838383838384,16,158,104,1.52,8,1.46,3.72,0.038,57.2,0.261
2023,7,박건우,NC,0.319,130,533,458,70,146,34,2,12,220,85,1,9,56.0,0.0,9.0,71.0,14.0,0.48,0.397,0.877,49.0,0.304,0.0,0.1609999999999999,0.1050656660412758,0.1332082551594746,0.3489583333333333,48,103,147,0.7,10,0.79,3.78,0.162,84.1,0.299
2023,8,박민우,NC,0.316,124,509,452,76,143,20,7,2,183,46,5,3,40.0,3.0,9.0,57.0,13.0,0.405,0.381,0.786,39.0,0.309,0.0,0.089,0.0785854616895874,0.111984282907662,0.3560606060606061,29,140,115,1.22,6,0.7,3.77,0.088,68.6,0.273
2023,9,오스틴,LG,0.313,139,583,520,87,163,29,4,23,269,95,0,7,53.0,2.0,3.0,75.0,11.0,0.517,0.376,0.893,43.0,0.299,0.5,0.204,0.0909090909090909,0.1286449399656946,0.3263403263403263,56,107,182,0.59,15,0.71,3.78,0.204,96.6,0.298
2023,10,전준우,롯데,0.312,138,559,493,80,154,21,3,17,232,77,0,7,52.0,4.0,7.0,65.0,12.0,0.471,0.381,0.852,45.0,0.29,0.3,0.1589999999999999,0.0930232558139534,0.1162790697674418,0.3277511961722488,41,127,154,0.82,10,0.8,3.77,0.158,87.0,0.289
2023,11,양의지,두산,0.305,129,510,439,56,134,23,0,17,208,68,0,3,57.0,8.0,11.0,56.0,20.0,0.474,0.396,0.87,31.0,0.315,0.667,0.1689999999999999,0.1117647058823529,0.1098039215686274,0.3170731707317073,40,87,165,0.53,6,1.02,3.73,0.169,77.7,0.297
2023,12,최형우,KIA,0.302,121,508,431,64,130,27,1,17,210,81,0,4,65.0,1.0,8.0,83.0,5.0,0.487,0.4,0.887,35.0,0.317,0.667,0.185,0.1279527559055118,0.1633858267716535,0.3373134328358209,45,85,137,0.62,14,0.78,4.02,0.186,84.1,0.302
2023,13,박찬호,KIA,0.301,130,507,452,73,136,18,4,3,171,52,7,6,40.0,0.0,2.0,56.0,13.0,0.378,0.356,0.734,42.0,0.355,0.0,0.077,0.0788954635108481,0.1104536489151873,0.3333333333333333,25,129,137,0.94,4,0.71,3.97,0.077,62.9,0.255
2023,14,문보경,LG,0.301,131,542,469,77,141,29,5,10,210,72,9,4,58.0,2.0,2.0,83.0,5.0,0.448,0.377,0.825,39.0,0.281,0.25,0.147,0.1070110701107011,0.1531365313653136,0.3447368421052632,44,125,124,1.01,11,0.7,3.87,0.147,78.1,0.282
2023,15,노시환,한화,0.298,131,595,514,85,153,30,1,31,278,101,0,3,74.0,5.0,4.0,118.0,13.0,0.541,0.388,0.929,47.0,0.299,0.0,0.243,0.1243697478991596,0.1983193277310924,0.3315217391304347,62,120,126,0.95,13,0.63,4.16,0.243,101.8,0.31
2023,16,최정,SSG,0.297,128,552,471,94,140,31,0,29,258,87,1,6,59.0,6.0,15.0,87.0,12.0,0.548,0.388,0.936,39.0,0.264,0.0,0.251,0.1068840579710145,0.1576086956521739,0.3074792243767313,60,84,166,0.51,13,0.68,3.88,0.251,96.3,0.312
2023,17,김민혁,KT,0.297,113,448,397,68,118,20,3,3,153,41,7,5,36.0,0.0,3.0,48.0,4.0,0.385,0.356,0.741,33.0,0.284,0.286,0.088,0.0803571428571428,0.1071428571428571,0.3276353276353276,26,136,100,1.36,8,0.75,3.63,0.088,57.0,0.256
2023,18,황재균,KT,0.295,109,457,407,62,120,26,2,6,168,49,3,1,45.0,1.0,1.0,64.0,15.0,0.413,0.366,0.779,35.0,0.314,0.0,0.118,0.0984682713347921,0.1400437636761488,0.3372781065088757,34,96,128,0.75,7,0.7,3.86,0.118,56.2,0.268
2023,19,문성주,LG,0.294,136,534,449,77,132,21,4,2,167,57,6,4,67.0,0.0,8.0,34.0,10.0,0.372,0.392,0.764,31.0,0.297,0.375,0.078,0.1254681647940075,0.0636704119850187,0.3117505995203837,27,168,119,1.41,5,1.97,3.79,0.078,69.2,0.269
2023,20,김현수,LG,0.293,133,556,488,53,143,22,2,6,187,88,1,8,58.0,4.0,1.0,53.0,10.0,0.383,0.364,0.747,43.0,0.348,0.25,0.09,0.1043165467625899,0.0953237410071942,0.3135011441647597,30,148,152,0.97,10,1.09,3.85,0.09,70.6,0.26
2023,21,안치홍,롯데,0.292,121,494,425,57,124,20,1,8,170,63,5,5,49.0,3.0,10.0,53.0,14.0,0.4,0.374,0.774,36.0,0.355,0.167,0.108,0.0991902834008097,0.1072874493927125,0.3143631436314363,29,113,140,0.81,6,0.92,3.95,0.108,63.2,0.268
2023,22,강민호,삼성,0.29,125,495,434,60,126,19,0,16,193,77,1,5,49.0,4.0,6.0,65.0,17.0,0.445,0.366,0.811,32.0,0.301,0.0,0.155,0.0989898989898989,0.1313131313131313,0.3072625698324022,35,128,120,1.07,8,0.75,3.64,0.154,68.7,0.276
2023,23,알포드,KT,0.289,133,547,491,83,142,31,3,15,224,70,0,3,47.0,1.0,6.0,140.0,6.0,0.456,0.356,0.812,43.0,0.303,0.667,0.167,0.0859232175502742,0.2559414990859232,0.3746312684365782,49,77,135,0.57,11,0.34,4.02,0.167,79.6,0.274
2023,24,장성우,KT,0.288,131,464,410,37,118,22,0,11,173,65,3,7,42.0,1.0,2.0,70.0,12.0,0.422,0.351,0.773,36.0,0.267,0.25,0.134,0.0905172413793103,0.1508620689655172,0.3184523809523809,33,91,138,0.66,4,0.6,3.85,0.134,60.3,0.263
2023,25,정수빈,두산,0.287,137,583,498,75,143,14,11,2,185,33,12,2,64.0,1.0,7.0,63.0,2.0,0.371,0.375,0.746,42.0,0.253,0.5,0.084,0.1097770154373928,0.1080617495711835,0.3241379310344827,27,179,115,1.56,4,1.02,4.21,0.084,78.9,0.262
2023,26,피렐라,삼성,0.285,139,605,557,66,159,28,1,16,237,80,0,2,42.0,5.0,4.0,69.0,20.0,0.425,0.339,0.764,43.0,0.253,0.0,0.14,0.0694214876033057,0.1140495867768595,0.3016877637130801,45,164,167,0.98,8,0.61,3.61,0.14,73.2,0.259
2023,27,소크라테스,KIA,0.285,142,608,547,91,156,31,3,20,253,96,0,8,52.0,4.0,1.0,80.0,13.0,0.463,0.344,0.807,41.0,0.303,0.0,0.178,0.0855263157894736,0.131578947368421,0.2989010989010989,54,136,183,0.74,6,0.65,3.58,0.177,86.0,0.271
2023,28,박해민,LG,0.285,144,558,485,80,138,14,2,6,174,59,24,1,45.0,0.0,3.0,74.0,7.0,0.359,0.348,0.707,33.0,0.313,0.5,0.074,0.0806451612903225,0.1326164874551971,0.3251231527093596,22,124,150,0.83,3,0.61,3.9,0.074,62.9,0.246
2023,29,박병호,KT,0.283,132,493,431,53,122,15,0,18,191,87,0,8,46.0,2.0,8.0,114.0,9.0,0.443,0.357,0.8,31.0,0.34,0.25,0.16,0.0933062880324543,0.2312373225152129,0.3387622149837133,33,96,107,0.9,14,0.4,3.85,0.16,70.7,0.271
2023,30,마틴,NC,0.283,118,503,435,55,123,20,2,17,198,90,0,10,57.0,2.0,1.0,107.0,8.0,0.455,0.36,0.815,33.0,0.317,0.0,0.172,0.1133200795228628,0.2127236580516898,0.3302180685358255,39,85,130,0.65,10,0.53,4.1,0.172,76.0,0.276
2023,31,양석환,두산,0.281,140,582,524,73,147,28,0,21,238,89,0,11,41.0,3.0,6.0,133.0,9.0,0.454,0.333,0.787,40.0,0.261,0.0,0.173,0.070446735395189,0.2285223367697594,0.3307086614173228,49,86,169,0.51,14,0.31,3.98,0.174,81.6,0.263
2023,32,김현준,삼성,0.275,109,479,433,62,119,10,6,3,150,46,8,3,30.0,0.0,5.0,84.0,5.0,0.346,0.327,0.673,28.0,0.288,0.0,0.0709999999999999,0.0626304801670146,0.1753653444676409,0.332378223495702,19,145,88,1.65,5,0.36,3.9,0.072,49.6,0.234
2023,33,김상수,KT,0.271,129,512,443,58,120,19,1,3,150,56,8,3,55.0,0.0,3.0,68.0,9.0,0.339,0.353,0.692,30.0,0.336,0.5,0.068,0.107421875,0.1328125,0.312,23,128,130,0.98,6,0.81,4.2,0.068,54.7,0.244
2023,34,최지훈,SSG,0.268,117,503,462,65,124,19,8,2,165,30,8,1,29.0,0.0,3.0,50.0,3.0,0.357,0.315,0.672,31.0,0.223,0.0,0.0889999999999999,0.0576540755467196,0.099403578528827,0.2968369829683698,29,124,165,0.75,4,0.58,3.65,0.089,55.2,0.231
2023,35,류지혁,삼성,0.268,132,522,455,63,122,11,1,2,141,45,10,5,46.0,1.0,6.0,73.0,12.0,0.31,0.34,0.65,35.0,0.271,0.167,0.0419999999999999,0.0881226053639846,0.1398467432950191,0.3116883116883117,14,161,104,1.55,1,0.63,3.8,0.042,54.7,0.231
2023,36,허경민,두산,0.268,130,475,429,44,115,23,1,7,161,48,0,5,35.0,3.0,6.0,26.0,6.0,0.375,0.328,0.703,26.0,0.224,0.667,0.1069999999999999,0.0736842105263157,0.0547368421052631,0.2693266832917705,31,129,164,0.79,6,1.35,3.73,0.107,55.2,0.241
2023,37,오지환,LG,0.268,126,502,422,65,113,24,3,8,167,62,4,4,64.0,0.0,8.0,82.0,4.0,0.396,0.371,0.767,25.0,0.298,0.333,0.128,0.1274900398406374,0.1633466135458167,0.3125,35,108,123,0.88,11,0.78,4.03,0.128,67.7,0.266
2023,38,문현빈,한화,0.266,137,481,428,47,114,22,2,5,155,49,9,5,33.0,2.0,6.0,84.0,7.0,0.362,0.324,0.686,31.0,0.252,0.25,0.0959999999999999,0.0686070686070686,0.1746361746361746,0.3168604651162791,29,122,113,1.08,4,0.39,3.56,0.096,52.0,0.236
2023,39,박성한,SSG,0.266,128,529,459,53,122,19,0,9,168,47,7,4,58.0,1.0,1.0,56.0,7.0,0.366,0.347,0.713,30.0,0.254,0.0,0.0999999999999999,0.109640831758034,0.10586011342155,0.2839195979899497,28,140,145,0.97,7,1.04,4.02,0.1,62.4,0.248
2023,40,강승호,두산,0.265,127,459,419,51,111,18,6,7,162,59,4,3,27.0,0.0,6.0,110.0,12.0,0.387,0.316,0.703,24.0,0.273,0.167,0.122,0.0588235294117647,0.2396514161220043,0.340983606557377,31,108,93,1.16,5,0.25,3.94,0.122,49.2,0.239
2023,41,채은성,한화,0.263,137,596,521,71,137,17,0,23,223,84,0,3,52.0,8.0,20.0,102.0,16.0,0.428,0.351,0.779,39.0,0.311,0.0,0.1649999999999999,0.087248322147651,0.1711409395973154,0.2857142857142857,40,118,167,0.71,10,0.51,3.81,0.165,77.4,0.265
2023,42,김민석,롯데,0.255,129,454,400,53,102,24,0,3,135,39,12,5,31.0,1.0,6.0,112.0,6.0,0.338,0.314,0.652,25.0,0.274,0.0,0.083,0.0682819383259911,0.2466960352422907,0.3413793103448276,27,99,92,1.08,2,0.28,3.97,0.083,45.9,0.226
2023,43,추신수,SSG,0.254,112,462,382,65,97,17,1,12,152,41,0,2,65.0,1.0,13.0,79.0,8.0,0.398,0.379,0.777,24.0,0.26,0.3,0.144,0.1406926406926407,0.170995670995671,0.2901023890784983,30,105,103,1.02,3,0.82,3.94,0.144,61.8,0.27
2023,44,로하스,두산,0.253,122,464,403,52,102,24,4,19,191,65,0,3,55.0,2.0,3.0,68.0,5.0,0.474,0.345,0.819,28.0,0.255,0.0,0.2209999999999999,0.1185344827586206,0.146551724137931,0.2601880877742947,47,71,165,0.43,6,0.81,4.11,0.221,67.1,0.274
2023,45,박동원,LG,0.249,130,481,409,54,102,17,1,20,181,75,8,8,49.0,3.0,7.0,90.0,7.0,0.443,0.334,0.777,27.0,0.212,0.333,0.194,0.1018711018711018,0.1871101871101871,0.2671009771986971,38,118,107,1.1,8,0.54,3.83,0.193,64.9,0.261
2023,46,이재현,삼성,0.249,143,538,458,61,114,19,2,12,173,60,16,6,52.0,0.0,6.0,89.0,9.0,0.378,0.33,0.708,24.0,0.24,0.0,0.129,0.0966542750929368,0.1654275092936803,0.2809917355371901,33,116,145,0.8,9,0.58,4.01,0.129,60.7,0.243
2023,47,최주환,SSG,0.235,134,478,426,48,100,24,0,20,184,63,1,3,44.0,4.0,4.0,94.0,6.0,0.432,0.31,0.742,22.0,0.212,0.286,0.197,0.0920502092050209,0.1966527196652719,0.2539682539682539,44,88,147,0.6,7,0.47,4.26,0.197,58.9,0.248
2023,48,김주원,NC,0.233,127,474,403,56,94,9,2,10,137,54,8,4,44.0,1.0,15.0,106.0,6.0,0.34,0.328,0.668,21.0,0.267,0.0,0.107,0.0928270042194092,0.2236286919831223,0.2886597938144329,21,90,117,0.77,6,0.42,4.11,0.107,52.1,0.233
2023,49,정은원,한화,0.222,122,459,388,50,86,12,0,2,104,30,5,1,62.0,1.0,3.0,73.0,4.0,0.268,0.333,0.601,16.0,0.214,0.0,0.046,0.1350762527233115,0.1590413943355119,0.267515923566879,14,111,119,0.93,1,0.85,4.26,0.046,41.0,0.217
2023,50,김재환,두산,0.22,132,484,405,40,89,15,0,10,134,46,0,2,72.0,4.0,5.0,100.0,8.0,0.331,0.343,0.674,21.0,0.264,0.214,0.111,0.1487603305785124,0.2066115702479339,0.265993265993266,25,96,122,0.79,7,0.72,4.02,0.111,51.8,0.237
