날짜,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
20220512,6,KIA,34,17,17,0,0.500,7,7승0무3패,1승,9-0-10,8-0-7
20220512,7,키움,35,17,18,0,0.486,7.5,3승0무7패,5패,8-0-12,9-0-6
20220512,8,KT,34,16,18,0,0.471,8,5승0무5패,1패,7-0-9,9-0-9
20220512,9,한화,35,11,24,0,0.314,13.5,2승0무8패,7패,6-0-9,5-0-15
20220512,10,NC,35,10,25,0,0.286,14.5,2승0무8패,1승,5-0-12,5-0-13
20220513,1,SSG,36,24,11,1,0.686,0,5승0무5패,3패,12-0-4,12-1-7
20220513,2,두산,34,20,14,0,0.588,3.5,7승0무3패,3승,8-0-9,12-0-5
20220513,3,LG,36,21,15,0,0.583,3.5,7승0무3패,1패,7-0-12,14-0-3
20220513,4,롯데,35,19,15,1,0.559,4.5,4승0무6패,1승,7-1-10,12-0-5
20220513,5,삼성,35,18,17,0,0.514,6,8승0무2패,2승,8-0-10,10-0-7
20220513,5,KIA,35,18,17,0,0.514,6,8승0무2패,2승,9-0-10,9-0-7
20220513,7,키움,36,18,18,0,0.500,6.5,3승0무7패,1승,8-0-12,10-0-6
20220513,8,KT,35,16,19,0,0.457,8,5승0무5패,2패,7-0-10,9-0-9
20220513,9,NC,36,11,25,0,0.306,13.5,3승0무7패,2승,5-0-12,6-0-13
20220513,9,한화,36,11,25,0,0.306,13.5,1승0무9패,8패,6-0-10,5-0-15
20220514,1,SSG,37,25,11,1,0.694,0,5승0무5패,1승,13-0-4,12-1-7
20220514,2,LG,37,22,15,0,0.595,3.5,7승0무3패,1승,8-0-12,14-0-3
20220514,3,두산,35,20,15,0,0.571,4.5,6승0무4패,1패,8-0-9,12-0-6
20220514,3,롯데,36,20,15,1,0.571,4.5,5승0무5패,2승,7-1-10,13-0-5
20220514,5,삼성,36,19,17,0,0.528,6,8승0무2패,3승,9-0-10,10-0-7
20220514,6,키움,37,19,18,0,0.514,6.5,3승0무7패,2승,8-0-12,11-0-6
20220514,7,KIA,36,18,18,0,0.500,7,8승0무2패,1패,9-0-10,9-0-8
20220514,8,KT,36,16,20,0,0.444,9,4승0무6패,3패,7-0-11,9-0-9
20220514,9,NC,37,11,26,0,0.297,14.5,2승0무8패,1패,5-0-12,6-0-14
20220514,9,한화,37,11,26,0,0.297,14.5,1승0무9패,9패,6-0-11,5-0-15
20220515,1,SSG,38,25,12,1,0.676,0,5승0무5패,1패,13-0-5,12-1-7
20220515,2,LG,38,23,15,0,0.605,2.5,8승0무2패,2승,9-0-12,14-0-3
20220515,3,두산,36,20,16,0,0.556,4.5,6승0무4패,2패,8-0-9,12-0-7
20220515,3,롯데,37,20,16,1,0.556,4.5,4승0무6패,1패,7-1-10,13-0-6
20220515,5,삼성,37,20,17,0,0.541,5,9승0무1패,4승,10-0-10,10-0-7
20220515,6,키움,38,20,18,0,0.526,5.5,4승0무6패,3승,8-0-12,12-0-6
20220515,7,KIA,37,18,19,0,0.486,7,7승0무3패,2패,9-0-10,9-0-9
20220515,8,KT,37,16,21,0,0.432,9,4승0무6패,4패,7-0-12,9-0-9
20220515,9,NC,38,12,26,0,0.316,13.5,3승0무7패,1승,5-0-12,7-0-14
20220515,9,한화,38,12,26,0,0.316,13.5,1승0무9패,1승,7-0-11,5-0-15
20220517,1,SSG,39,25,12,2,0.676,0,4승1무5패,1패,13-0-5,12-2-7
20220517,2,LG,39,23,16,0,0.590,3,8승0무2패,1패,9-0-12,14-0-4
20220517,3,두산,37,20,16,1,0.556,4.5,5승1무4패,2패,8-1-9,12-0-7
20220517,4,롯데,38,20,17,1,0.541,5,4승0무6패,2패,7-1-11,13-0-6
20220517,5,키움,39,21,18,0,0.538,5,5승0무5패,4승,8-0-12,13-0-6
20220517,6,삼성,38,20,18,0,0.526,5.5,8승0무2패,1패,10-0-10,10-0-8
20220517,7,KIA,38,19,19,0,0.500,6.5,7승0무3패,1승,9-0-10,10-0-9
20220517,8,KT,38,17,21,0,0.447,8.5,4승0무6패,1승,8-0-12,9-0-9
20220517,9,한화,39,13,26,0,0.333,13,2승0무8패,2승,8-0-11,5-0-15
20220517,10,NC,39,12,27,0,0.308,14,3승0무7패,1패,5-0-13,7-0-14
20220518,1,SSG,40,26,12,2,0.684,0,5승1무4패,1승,13-0-5,13-2-7
20220518,2,LG,40,24,16,0,0.600,3,8승0무2패,1승,9-0-12,15-0-4
20220518,3,두산,38,20,17,1,0.541,5.5,4승1무5패,3패,8-1-10,12-0-7
20220518,4,삼성,39,21,18,0,0.538,5.5,8승0무2패,1승,10-0-10,11-0-8
20220518,5,롯데,39,20,18,1,0.526,6,4승0무6패,3패,7-1-12,13-0-6
20220518,6,키움,40,21,19,0,0.525,6,4승0무6패,1패,8-0-12,13-0-7
20220518,7,KIA,39,20,19,0,0.513,6.5,7승0무3패,2승,9-0-10,11-0-9
20220518,8,KT,39,17,22,0,0.436,9.5,3승0무7패,1패,8-0-13,9-0-9
20220518,9,NC,40,13,27,0,0.325,14,4승0무6패,1승,6-0-13,7-0-14
20220518,9,한화,40,13,27,0,0.325,14,2승0무8패,1패,8-0-12,5-0-15
20220519,1,SSG,41,27,12,2,0.692,0,5승1무4패,2승,13-0-5,14-2-7
20220519,2,LG,41,25,16,0,0.610,3,8승0무2패,2승,9-0-12,16-0-4
20220519,3,삼성,40,22,18,0,0.550,5.5,8승0무2패,2승,10-0-10,12-0-8
20220519,4,키움,41,22,19,0,0.537,6,5승0무5패,1승,8-0-12,14-0-7
20220519,5,두산,39,20,18,1,0.526,6.5,4승1무5패,4패,8-1-11,12-0-7
20220519,6,KIA,40,21,19,0,0.525,6.5,7승0무3패,3승,9-0-10,12-0-9
20220519,7,롯데,40,20,19,1,0.513,7,4승0무6패,4패,7-1-13,13-0-6
20220519,8,KT,40,17,23,0,0.425,10.5,3승0무7패,2패,8-0-14,9-0-9
20220519,9,NC,41,13,28,0,0.317,15,4승0무6패,1패,6-0-14,7-0-14
20220519,9,한화,41,13,28,0,0.317,15,2승0무8패,2패,8-0-13,5-0-15
20220520,1,SSG,42,28,12,2,0.700,0,5승1무4패,3승,14-0-5,14-2-7
20220520,2,LG,42,25,17,0,0.595,4,7승0무3패,1패,9-0-12,16-0-5
20220520,3,키움,42,23,19,0,0.548,6,6승0무4패,2승,9-0-12,14-0-7
20220520,4,삼성,41,22,19,0,0.537,6.5,7승0무3패,1패,10-0-11,12-0-8
20220520,4,KIA,41,22,19,0,0.537,6.5,7승0무3패,4승,10-0-10,12-0-9
20220520,6,롯데,41,21,19,1,0.525,7,5승0무5패,1승,7-1-13,14-0-6
20220520,7,두산,40,20,19,1,0.513,7.5,3승1무6패,5패,8-1-12,12-0-7
20220520,8,KT,41,18,23,0,0.439,10.5,3승0무7패,1승,8-0-14,10-0-9
20220520,9,NC,42,13,29,0,0.310,16,4승0무6패,2패,6-0-14,7-0-15
20220520,9,한화,42,13,29,0,0.310,16,2승0무8패,3패,8-0-13,5-0-16
20220521,1,SSG,43,28,13,2,0.683,0,4승1무5패,1패,14-0-6,14-2-7
20220521,2,LG,43,26,17,0,0.605,3,7승0무3패,1승,9-0-12,17-0-5
20220521,3,키움,43,24,19,0,0.558,5,7승0무3패,3승,10-0-12,14-0-7
20220521,4,두산,41,21,19,1,0.525,6.5,4승1무5패,1승,9-1-12,12-0-7
20220521,5,삼성,42,22,20,0,0.524,6.5,6승0무4패,2패,10-0-12,12-0-8
20220521,5,KIA,42,22,20,0,0.524,6.5,6승0무4패,1패,10-0-11,12-0-9
20220521,7,롯데,42,21,20,1,0.512,7,4승0무6패,1패,7-1-13,14-0-7
20220521,8,KT,42,19,23,0,0.452,9.5,4승0무6패,2승,8-0-14,11-0-9
20220521,9,NC,43,14,29,0,0.326,15,5승0무5패,1승,6-0-14,8-0-15
20220521,10,한화,43,13,30,0,0.302,16,2승0무8패,4패,8-0-13,5-0-17
20220522,1,SSG,44,29,13,2,0.690,0,5승1무4패,1승,15-0-6,14-2-7
20220522,2,LG,44,26,18,0,0.591,4,6승0무4패,1패,9-0-12,17-0-6
20220522,3,키움,44,24,20,0,0.545,6,7승0무3패,1패,10-0-13,14-0-7
20220522,4,삼성,43,23,20,0,0.535,6.5,7승0무3패,1승,11-0-12,12-0-8
20220522,4,KIA,43,23,20,0,0.535,6.5,7승0무3패,1승,11-0-11,12-0-9
20220522,6,롯데,43,22,20,1,0.524,7,4승0무6패,1승,7-1-13,15-0-7
20220522,7,두산,42,21,20,1,0.512,7.5,3승1무6패,1패,9-1-13,12-0-7
20220522,8,KT,43,19,24,0,0.442,10.5,3승0무7패,1패,8-0-14,11-0-10
20220522,9,NC,44,14,30,0,0.318,16,5승0무5패,1패,6-0-14,8-0-16
20220522,9,한화,44,14,30,0,0.318,16,3승0무7패,1승,8-0-13,6-0-17
20220524,1,SSG,45,30,13,2,0.698,0,6승1무3패,2승,16-0-6,14-2-7
20220524,2,LG,45,26,19,0,0.578,5,5승0무5패,2패,9-0-13,17-0-6
20220524,3,키움,45,25,20,0,0.556,6,8승0무2패,1승,10-0-13,15-0-7
20220524,4,KIA,44,24,20,0,0.545,6.5,7승0무3패,2승,11-0-11,13-0-9
20220524,5,삼성,44,23,21,0,0.523,7.5,6승0무4패,1패,11-0-13,12-0-8
20220524,6,롯데,44,22,21,1,0.512,8,4승0무6패,1패,7-1-13,15-0-8
20220524,7,두산,43,21,21,1,0.500,8.5,2승1무7패,2패,9-1-13,12-0-8
20220524,8,KT,44,19,25,0,0.432,11.5,3승0무7패,2패,8-0-14,11-0-11
20220524,9,NC,45,15,30,0,0.333,16,5승0무5패,1승,7-0-14,8-0-16
20220524,9,한화,45,15,30,0,0.333,16,4승0무6패,2승,9-0-13,6-0-17
20220525,1,SSG,46,31,13,2,0.705,0,7승1무2패,3승,17-0-6,14-2-7
20220525,2,LG,46,26,20,0,0.565,6,5승0무5패,3패,9-0-14,17-0-6
20220525,2,키움,46,26,20,0,0.565,6,8승0무2패,2승,10-0-13,16-0-7
20220525,4,KIA,45,25,20,0,0.556,6.5,7승0무3패,3승,11-0-11,14-0-9
20220525,5,삼성,45,23,22,0,0.511,8.5,5승0무5패,2패,11-0-14,12-0-8
20220525,6,롯데,45,22,22,1,0.500,9,3승0무7패,2패,7-1-13,15-0-9
20220525,7,두산,44,21,22,1,0.488,9.5,1승1무8패,3패,9-1-13,12-0-9
20220525,8,KT,45,20,25,0,0.444,11.5,4승0무6패,1승,8-0-14,12-0-11
20220525,9,한화,46,16,30,0,0.348,16,5승0무5패,3승,10-0-13,6-0-17
20220525,10,NC,46,15,31,0,0.326,17,4승0무6패,1패,7-0-15,8-0-16
20220526,1,SSG,47,32,13,2,0.711,0,7승1무2패,4승,18-0-6,14-2-7
20220526,2,키움,47,27,20,0,0.574,6,8승0무2패,3승,10-0-13,17-0-7
20220526,3,KIA,46,26,20,0,0.565,6.5,8승0무2패,4승,11-0-11,15-0-9
20220526,4,LG,47,26,21,0,0.553,7,4승0무6패,4패,9-0-15,17-0-6
20220526,5,두산,45,22,22,1,0.500,9.5,2승1무7패,1승,9-1-13,13-0-9
20220526,5,삼성,46,23,23,0,0.500,9.5,4승0무6패,3패,11-0-15,12-0-8
20220526,7,롯데,46,22,23,1,0.489,10,2승0무8패,3패,7-1-13,15-0-10
20220526,8,KT,46,21,25,0,0.457,11.5,5승0무5패,2승,8-0-14,13-0-11
20220526,9,한화,47,16,31,0,0.340,17,5승0무5패,1패,10-0-14,6-0-17
20220526,10,NC,47,15,32,0,0.319,18,4승0무6패,2패,7-0-16,8-0-16
20220527,1,SSG,48,33,13,2,0.717,0,8승1무1패,5승,18-0-6,15-2-7
20220527,2,키움,48,28,20,0,0.583,6,8승0무2패,4승,10-0-13,18-0-7
20220527,3,LG,48,27,21,0,0.563,7,4승0무6패,1승,10-0-15,17-0-6
20220527,4,KIA,47,26,21,0,0.553,7.5,8승0무2패,1패,11-0-12,15-0-9
20220527,5,두산,46,23,22,1,0.511,9.5,3승1무6패,2승,9-1-13,14-0-9
20220527,6,삼성,47,23,24,0,0.489,10.5,3승0무7패,4패,11-0-15,12-0-9
20220527,7,롯데,47,22,24,1,0.478,11,2승0무8패,4패,7-1-14,15-0-10
20220527,8,KT,47,21,26,0,0.447,12.5,5승0무5패,1패,8-0-15,13-0-11
20220527,9,한화,48,17,31,0,0.354,17,5승0무5패,1승,10-0-14,7-0-17
20220527,10,NC,48,15,33,0,0.313,19,3승0무7패,3패,7-0-17,8-0-16
20220528,1,SSG,49,33,14,2,0.702,0,8승0무2패,1패,18-0-6,15-2-8
20220528,2,키움,49,29,20,0,0.592,5,8승0무2패,5승,10-0-13,19-0-7
20220528,3,LG,49,28,21,0,0.571,6,5승0무5패,2승,11-0-15,17-0-6
20220528,4,KIA,48,27,21,0,0.563,6.5,8승0무2패,1승,12-0-12,15-0-9
20220528,5,두산,47,23,23,1,0.500,9.5,3승0무7패,1패,9-1-13,14-0-10
20220528,6,삼성,48,23,25,0,0.479,10.5,3승0무7패,5패,11-0-15,12-0-10
20220528,7,롯데,48,22,25,1,0.468,11,2승0무8패,5패,7-1-15,15-0-10
20220528,8,KT,48,21,27,0,0.438,12.5,4승0무6패,2패,8-0-16,13-0-11
20220528,9,한화,49,18,31,0,0.367,16,5승0무5패,2승,10-0-14,8-0-17
20220528,10,NC,49,16,33,0,0.327,18,4승0무6패,1승,8-0-17,8-0-16
20220529,1,SSG,50,34,14,2,0.708,0,8승0무2패,1승,18-0-6,16-2-8
20220529,2,키움,50,30,20,0,0.600,5,9승0무1패,6승,10-0-13,20-0-7
20220529,3,LG,50,28,22,0,0.560,7,4승0무6패,1패,11-0-16,17-0-6
20220529,4,KIA,49,27,22,0,0.551,7.5,7승0무3패,1패,12-0-13,15-0-9
20220529,5,두산,48,24,23,1,0.511,9.5,4승0무6패,1승,9-1-13,15-0-10
20220529,6,삼성,49,24,25,0,0.490,10.5,3승0무7패,1승,11-0-15,13-0-10
20220529,7,롯데,49,22,26,1,0.458,12,2승0무8패,6패,7-1-16,15-0-10
20220529,8,KT,49,21,28,0,0.429,13.5,4승0무6패,3패,8-0-17,13-0-11
20220529,9,한화,50,19,31,0,0.380,16,6승0무4패,3승,10-0-14,9-0-17
20220529,10,NC,50,16,34,0,0.320,19,3승0무7패,1패,8-0-18,8-0-16
20220531,1,SSG,51,34,15,2,0.694,0,7승0무3패,1패,18-0-7,16-2-8
20220531,2,키움,51,31,20,0,0.608,4,9승0무1패,7승,11-0-13,20-0-7
20220531,3,KIA,50,28,22,0,0.560,6.5,7승0무3패,1승,12-0-13,16-0-9
20220531,4,LG,51,28,23,0,0.549,7,3승0무7패,2패,11-0-16,17-0-7
20220531,5,두산,49,24,24,1,0.500,9.5,4승0무6패,1패,9-1-14,15-0-10
20220531,6,삼성,50,24,26,0,0.480,10.5,2승0무8패,1패,11-0-15,13-0-11
20220531,7,롯데,50,23,26,1,0.469,11,3승0무7패,1승,8-1-16,15-0-10
20220531,8,KT,50,22,28,0,0.440,12.5,5승0무5패,1승,8-0-17,14-0-11
20220531,9,한화,51,19,32,0,0.373,16,6승0무4패,1패,10-0-15,9-0-17
20220531,10,NC,51,17,34,0,0.333,18,4승0무6패,1승,8-0-18,9-0-16
20220601,1,SSG,52,35,15,2,0.700,0,7승0무3패,1승,19-0-7,16-2-8
20220601,2,키움,52,31,21,0,0.596,5,8승0무2패,1패,11-0-14,20-0-7
20220601,3,KIA,51,29,22,0,0.569,6.5,7승0무3패,2승,12-0-13,17-0-9
20220601,4,LG,52,29,23,0,0.558,7,4승0무6패,1승,11-0-16,18-0-7
20220601,5,삼성,51,25,26,0,0.490,10.5,3승0무7패,1승,11-0-15,14-0-11
20220601,6,두산,50,24,25,1,0.490,10.5,4승0무6패,2패,9-1-15,15-0-10
20220601,7,롯데,51,23,27,1,0.460,12,2승0무8패,1패,8-1-17,15-0-10
20220601,8,KT,51,22,29,0,0.431,13.5,4승0무6패,1패,8-0-17,14-0-12
20220601,9,한화,52,20,32,0,0.385,16,7승0무3패,1승,11-0-15,9-0-17
20220601,10,NC,52,17,35,0,0.327,19,4승0무6패,1패,8-0-18,9-0-17
20220602,1,SSG,53,35,16,2,0.686,0,7승0무3패,1패,19-0-8,16-2-8
20220602,2,키움,53,32,21,0,0.604,4,8승0무2패,1승,12-0-14,20-0-7
20220602,3,KIA,52,30,22,0,0.577,5.5,8승0무2패,3승,12-0-13,18-0-9
20220602,4,LG,53,29,23,1,0.558,6.5,3승1무6패,1승,11-0-16,18-1-7
20220602,5,삼성,52,25,27,0,0.481,10.5,3승0무7패,1패,11-0-15,14-0-12
20220602,6,두산,51,24,26,1,0.480,10.5,3승0무7패,3패,9-1-16,15-0-10
20220602,7,롯데,52,23,27,2,0.460,11.5,2승1무7패,1패,8-2-17,15-0-10
20220602,8,KT,52,23,29,0,0.442,12.5,4승0무6패,1승,8-0-17,15-0-12
20220602,9,한화,53,20,33,0,0.377,16,7승0무3패,1패,11-0-16,9-0-17
20220602,10,NC,53,18,35,0,0.340,18,4승0무6패,1승,8-0-18,10-0-17
20220603,1,SSG,54,35,17,2,0.673,0,6승0무4패,2패,19-0-8,16-2-9
20220603,2,키움,54,32,22,0,0.593,4,8승0무2패,1패,12-0-14,20-0-8
20220603,3,LG,54,30,23,1,0.566,5.5,4승1무5패,2승,12-0-16,18-1-7
20220603,3,KIA,53,30,23,0,0.566,5.5,7승0무3패,1패,12-0-13,18-0-10
20220603,5,삼성,53,26,27,0,0.491,9.5,3승0무7패,1승,12-0-15,14-0-12
20220603,6,두산,52,24,27,1,0.471,10.5,3승0무7패,4패,9-1-16,15-0-11
20220603,7,KT,53,24,29,0,0.453,11.5,5승0무5패,2승,9-0-17,15-0-12
20220603,8,롯데,53,23,28,2,0.451,11.5,1승1무8패,2패,8-2-17,15-0-11
20220603,9,한화,54,21,33,0,0.389,15,7승0무3패,1승,12-0-16,9-0-17
20220603,10,NC,54,19,35,0,0.352,17,5승0무5패,2승,9-0-18,10-0-17
20220604,1,SSG,55,35,18,2,0.660,0,5승0무5패,3패,19-0-8,16-2-10
20220604,2,키움,55,33,22,0,0.600,3,8승0무2패,1승,12-0-14,21-0-8
20220604,3,LG,55,31,23,1,0.574,4.5,5승1무4패,3승,13-0-16,18-1-7
20220604,4,KIA,54,30,24,0,0.556,5.5,6승0무4패,2패,12-0-13,18-0-11
20220604,5,삼성,54,26,28,0,0.481,9.5,3승0무7패,1패,12-0-16,14-0-12
20220604,6,두산,53,25,27,1,0.481,9.5,4승0무6패,1승,9-1-16,16-0-11
20220604,7,KT,54,25,29,0,0.463,10.5,6승0무4패,3승,10-0-17,15-0-12
20220604,8,롯데,54,24,28,2,0.462,10.5,2승1무7패,1승,8-2-17,16-0-11
20220604,9,한화,55,21,34,0,0.382,15,6승0무4패,1패,12-0-17,9-0-17
20220604,10,NC,55,19,36,0,0.345,17,4승0무6패,1패,9-0-19,10-0-17
20220605,1,SSG,56,36,18,2,0.667,0,5승0무5패,1승,19-0-8,17-2-10
20220605,2,키움,55,33,22,0,0.600,3.5,8승0무2패,1승,12-0-14,21-0-8
20220605,3,LG,56,31,24,1,0.564,5.5,5승1무4패,1패,13-0-17,18-1-7
20220605,4,KIA,55,30,24,1,0.556,6,5승1무4패,2패,12-0-13,18-1-11
20220605,5,삼성,54,26,28,0,0.481,10,3승0무7패,1패,12-0-16,14-0-12
20220605,6,두산,53,25,27,1,0.481,10,4승0무6패,1승,9-1-16,16-0-11
20220605,7,KT,55,25,29,1,0.463,11,5승1무4패,3승,10-1-17,15-0-12
20220605,8,롯데,54,24,28,2,0.462,11,2승1무7패,1승,8-2-17,16-0-11
20220605,9,한화,55,21,34,0,0.382,15.5,6승0무4패,1패,12-0-17,9-0-17
20220605,10,NC,55,19,36,0,0.345,17.5,4승0무6패,1패,9-0-19,10-0-17
20220607,1,SSG,57,36,19,2,0.655,0,4승0무6패,1패,19-0-8,17-2-11
20220607,2,키움,56,34,22,0,0.607,2.5,8승0무2패,2승,13-0-14,21-0-8
20220607,3,LG,56,31,24,1,0.564,5,5승1무4패,1패,13-0-17,18-1-7
20220607,4,KIA,55,30,24,1,0.556,5.5,5승1무4패,2패,12-0-13,18-1-11
20220607,5,삼성,55,27,28,0,0.491,9,4승0무6패,1승,12-0-16,15-0-12
20220607,6,두산,54,26,27,1,0.491,9,5승0무5패,2승,10-1-16,16-0-11
20220607,7,KT,56,25,30,1,0.455,11,4승1무5패,1패,10-1-17,15-0-13
20220607,8,롯데,55,24,29,2,0.453,11,2승1무7패,1패,8-2-18,16-0-11
20220607,9,한화,56,21,35,0,0.375,15.5,5승0무5패,2패,12-0-17,9-0-18
20220607,10,NC,56,20,36,0,0.357,16.5,5승0무5패,1승,10-0-19,10-0-17
20220608,1,SSG,58,36,19,3,0.655,0,3승1무6패,1패,19-0-8,17-3-11
20220608,2,키움,57,34,22,1,0.607,2.5,7승1무2패,2승,13-1-14,21-0-8
20220608,3,LG,57,32,24,1,0.571,4.5,6승1무3패,1승,13-0-17,19-1-7
20220608,4,KIA,56,30,25,1,0.545,6,4승1무5패,3패,12-0-14,18-1-11
20220608,5,삼성,56,28,28,0,0.500,8.5,5승0무5패,2승,12-0-16,16-0-12
20220608,6,두산,55,26,28,1,0.481,9.5,4승0무6패,1패,10-1-17,16-0-11
20220608,7,KT,57,25,30,2,0.455,11,4승2무4패,1패,10-1-17,15-1-13
20220608,8,롯데,56,24,30,2,0.444,11.5,2승1무7패,2패,8-2-19,16-0-11
20220608,9,한화,57,22,35,0,0.386,15,6승0무4패,1승,12-0-17,10-0-18
20220608,10,NC,57,20,36,1,0.357,16.5,5승1무4패,1승,10-1-19,10-0-17
20220609,1,SSG,59,36,20,3,0.643,0,3승1무6패,2패,19-0-8,17-3-12
20220609,2,키움,58,34,23,1,0.596,2.5,6승1무3패,1패,13-1-15,21-0-8
20220609,3,LG,58,32,25,1,0.561,4.5,5승1무4패,1패,13-0-17,19-1-8
20220609,4,KIA,57,31,25,1,0.554,5,5승1무4패,1승,13-0-14,18-1-11
20220609,5,삼성,57,28,29,0,0.491,8.5,5승0무5패,1패,12-0-16,16-0-13
20220609,6,두산,56,27,28,1,0.491,8.5,4승0무6패,1승,11-1-17,16-0-11
20220609,7,KT,58,26,30,2,0.464,10,5승2무3패,1승,10-1-17,16-1-13
20220609,8,롯데,57,25,30,2,0.455,10.5,3승1무6패,1승,9-2-19,16-0-11
20220609,9,한화,58,22,36,0,0.379,15,5승0무5패,1패,12-0-17,10-0-19
20220609,10,NC,58,21,36,1,0.368,15.5,6승1무3패,2승,11-1-19,10-0-17
20220610,1,SSG,60,37,20,3,0.649,0,3승1무6패,1승,20-0-8,17-3-12
20220610,2,키움,59,35,23,1,0.603,2.5,6승1무3패,1승,13-1-15,22-0-8
20220610,3,LG,59,33,25,1,0.569,4.5,5승1무4패,1승,14-0-17,19-1-8
20220610,4,KIA,58,31,26,1,0.544,6,4승1무5패,1패,13-0-15,18-1-11
20220610,5,삼성,58,28,30,0,0.483,9.5,5승0무5패,2패,12-0-17,16-0-13
20220610,6,두산,57,27,29,1,0.482,9.5,4승0무6패,1패,11-1-17,16-0-12
20220610,7,KT,59,27,30,2,0.474,10,6승2무2패,2승,10-1-17,17-1-13
20220610,8,롯데,58,25,31,2,0.446,11.5,3승1무6패,1패,9-2-20,16-0-11
20220610,9,NC,59,22,36,1,0.379,15.5,6승1무3패,3승,11-1-19,11-0-17
20220610,10,한화,59,22,37,0,0.373,16,4승0무6패,2패,12-0-17,10-0-20
20220611,1,SSG,61,38,20,3,0.655,0,4승1무5패,2승,21-0-8,17-3-12
20220611,2,키움,60,35,24,1,0.593,3.5,5승1무4패,1패,13-1-15,22-0-9
20220611,3,LG,60,33,26,1,0.559,5.5,5승1무4패,1패,14-0-18,19-1-8
20220611,4,KIA,59,32,26,1,0.552,6,5승1무4패,1승,14-0-15,18-1-11
20220611,5,두산,58,28,29,1,0.491,9.5,4승0무6패,1승,11-1-17,17-0-12
20220611,6,KT,60,28,30,2,0.483,10,6승2무2패,3승,10-1-17,18-1-13
20220611,7,삼성,59,28,31,0,0.475,10.5,4승0무6패,3패,12-0-18,16-0-13
20220611,8,롯데,59,25,32,2,0.439,12.5,3승1무6패,2패,9-2-21,16-0-11
20220611,9,NC,60,23,36,1,0.390,15.5,7승1무2패,4승,11-1-19,12-0-17
20220611,10,한화,60,22,38,0,0.367,17,3승0무7패,3패,12-0-17,10-0-21
20220612,1,SSG,62,39,20,3,0.661,0,4승1무5패,3승,22-0-8,17-3-12
20220612,2,키움,61,36,24,1,0.600,3.5,5승1무4패,1승,13-1-15,23-0-9
20220612,3,LG,61,34,26,1,0.567,5.5,6승1무3패,1승,15-0-18,19-1-8
20220612,4,KIA,60,32,27,1,0.542,7,4승1무5패,1패,14-0-16,18-1-11
20220612,5,삼성,60,29,31,0,0.483,10.5,5승0무5패,1승,13-0-18,16-0-13
20220612,6,두산,59,28,30,1,0.483,10.5,4승0무6패,1패,11-1-17,17-0-13
20220612,7,KT,61,28,31,2,0.475,11,6승2무2패,1패,10-1-17,18-1-14
20220612,8,롯데,60,26,32,2,0.448,12.5,3승1무6패,1승,10-2-21,16-0-11
20220612,9,NC,61,23,37,1,0.383,16.5,6승1무3패,1패,11-1-19,12-0-18
20220612,10,한화,61,22,39,0,0.361,18,3승0무7패,4패,12-0-17,10-0-22
20220614,1,SSG,63,39,21,3,0.650,0,4승1무5패,1패,22-0-8,17-3-13
20220614,2,키움,62,37,24,1,0.607,2.5,6승1무3패,2승,14-1-15,23-0-9
20220614,3,LG,62,35,26,1,0.574,4.5,6승1무3패,2승,16-0-18,19-1-8
20220614,4,KIA,60,32,27,1,0.542,6.5,4승1무5패,1패,14-0-16,18-1-11
20220614,5,KT,62,29,31,2,0.483,10,6승2무2패,1승,11-1-17,18-1-14
20220614,6,삼성,61,29,32,0,0.475,10.5,4승0무6패,1패,13-0-18,16-0-14
20220614,7,두산,60,28,31,1,0.475,10.5,4승0무6패,2패,11-1-17,17-0-14
20220614,8,롯데,60,26,32,2,0.448,12,3승1무6패,1승,10-2-21,16-0-11
20220614,9,NC,61,23,37,1,0.383,16,6승1무3패,1패,11-1-19,12-0-18
20220614,10,한화,61,22,39,0,0.361,17.5,3승0무7패,4패,12-0-17,10-0-22
20220615,1,SSG,64,39,22,3,0.639,0,4승1무5패,2패,22-0-8,17-3-14
20220615,2,키움,63,37,25,1,0.597,2.5,5승1무4패,1패,14-1-16,23-0-9
20220615,3,LG,63,35,27,1,0.565,4.5,6승0무4패,1패,16-0-19,19-1-8
20220615,4,KIA,61,32,28,1,0.533,6.5,3승1무6패,2패,14-0-16,18-1-12
20220615,5,KT,63,30,31,2,0.492,9,6승2무2패,2승,12-1-17,18-1-14
20220615,6,삼성,62,30,32,0,0.484,9.5,5승0무5패,1승,13-0-18,17-0-14
20220615,7,두산,61,29,31,1,0.483,9.5,5승0무5패,1승,11-1-17,18-0-14
20220615,8,롯데,61,27,32,2,0.458,11,4승1무5패,2승,10-2-21,17-0-11
20220615,9,NC,62,24,37,1,0.393,15,7승1무2패,1승,12-1-19,12-0-18
20220615,10,한화,62,22,40,0,0.355,17.5,2승0무8패,5패,12-0-18,10-0-22
20220616,1,SSG,65,40,22,3,0.645,0,5승1무4패,1승,22-0-8,18-3-14
20220616,2,키움,64,38,25,1,0.603,2.5,6승1무3패,1승,15-1-16,23-0-9
20220616,3,LG,64,36,27,1,0.571,4.5,6승0무4패,1승,17-0-19,19-1-8
20220616,4,KIA,62,33,28,1,0.541,6.5,3승1무6패,1승,14-0-16,19-1-12
20220616,5,KT,64,30,32,2,0.484,10,5승2무3패,1패,12-1-18,18-1-14
