분류,날짜,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
3월,03.31,NC,선발,패,0.00,22,5,5,0,1,1,3,4,0,0.00
4월,04.05,SSG,선발,,5.40,26,5,6,0,3,2,3,3,3,2.70
4월,04.12,키움,선발,패,3.00,25,6,5,1,2,0,8,2,2,2.81
4월,04.19,한화,선발,패,3.60,25,5,7,1,3,0,4,3,2,3.00
