분류,날짜,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
4월,04.02,NC,선발,,5.79,20,4 2/3,4,0,2,0,4,3,3,5.79
4월,04.08,KT,선발,승,1.13,27,8,3,1,1,0,6,1,1,2.84
4월,04.15,LG,선발,승,0.00,25,6 2/3,3,0,2,0,5,0,0,1.86
4월,04.22,두산,선발,패,5.40,23,5,8,1,3,0,9,3,3,2.59
