분류,날짜,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
4월,04.01,롯데,선발,,3.60,22,5,5,1,3,0,3,2,2,3.60
4월,04.08,LG,선발,,0.00,20,5,5,0,1,0,4,0,0,1.80
4월,04.15,KT,선발,패,9.00,25,6,6,3,1,0,0,6,6,4.50
4월,04.22,키움,선발,패,3.60,19,5,1,0,2,2,3,2,2,4.29
