연도,팀명,ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER
2026,키움,4.13,4,0,0,0,3,0,0,0.000,107,24,32,2,2,1,17,12,11
