분류,날짜,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
3월,03.29,NC,선발,,9.00,19,4,5,2,2,0,5,4,4,9.00
4월,04.04,한화,선발,패,5.79,26,4 2/3,7,0,4,1,4,6,3,7.27
4월,04.10,KT,선발,,0.00,23,6,1,0,4,0,9,0,0,4.30
4월,04.16,SSG,선발,패,2.57,29,7,7,0,1,0,10,2,2,3.74
4월,04.22,롯데,선발,승,1.50,24,6,6,0,1,0,7,1,1,3.25
