선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
56712,투수,한화 이글스,에르난데스,12,1999년 04월 13일,투수(우투우타),190cm/88kg,베네수엘라 Pedro Camejo(고),100000달러,650000달러,26 한화 자유선발,26한화
