연도,팀명,ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER
2026,KT,4.08,5,0,0,1,1,0,0,0.500,123,28 2/3,25,2,13,3,23,13,13
