분류,날짜,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
3월,03.28,KIA,선발,,11.25,23,4,9,0,2,0,4,5,5,11.25
4월,04.03,롯데,선발,승,2.57,30,7,6,0,4,0,4,2,2,5.73
4월,04.10,LG,선발,패,12.27,23,3 2/3,8,1,3,1,5,5,5,7.36
4월,04.16,두산,선발,,0.00,21,6,2,0,1,0,5,0,0,5.23
4월,04.23,삼성,선발,,1.50,26,6,7,0,3,0,7,2,1,4.39
