연도,팀명,ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER
2026,한화,2.28,5,0,0,2,2,0,0,0.500,116,27 2/3,27,1,9,2,26,13,7
