분류,날짜,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
3월,03.31,두산,선발,,9.82,19,3 2/3,6,0,2,0,3,4,4,9.82
4월,04.05,KT,선발,패,3.00,24,6,5,0,2,0,5,2,2,5.59
4월,04.11,NC,선발,,12.00,17,3,3,0,3,4,3,4,4,7.11
4월,04.18,LG,선발,,0.00,14,3 1/3,3,0,0,1,3,0,0,5.63
4월,04.23,SSG,선발,,1.50,23,6,3,0,3,0,8,1,1,4.50
