분류,날짜,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
3월,03.28,한화,선발,,5.06,24,5 1/3,8,1,1,0,5,3,3,5.06
4월,04.03,LG,선발,승,1.42,26,6 1/3,6,1,1,0,7,1,1,3.09
4월,04.10,롯데,선발,패,4.50,27,6,10,1,0,0,11,3,3,3.57
4월,04.16,KIA,선발,패,3.00,25,6,6,1,1,0,6,3,2,3.42
4월,04.22,NC,선발,승,0.00,31,8,7,0,1,0,5,0,0,2.56
