분류,날짜,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
3월,03.29,키움,선발,승,5.06,22,5 1/3,4,0,1,1,5,3,3,5.06
4월,04.04,두산,선발,승,0.00,25,6 1/3,5,0,2,0,4,3,0,2.31
4월,04.11,KIA,선발,,1.50,22,6,6,0,0,0,5,1,1,2.04
4월,04.16,삼성,선발,패,0.00,26,5,6,0,3,1,6,3,0,1.59
4월,04.22,LG,선발,패,5.40,21,5,6,1,3,0,6,3,3,2.28
