선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
55348,투수,LG 트윈스,웰스,68,1997년 02월 27일,투수(좌투좌타),185cm/83kg,호주 Hunter Sports(고)-키움,,200000달러,25 키움 부상 대체 외국인선수,25키움
