분류,날짜,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
3월,03.31,삼성,선발,,2.57,26,7,4,1,1,0,5,2,2,2.57
4월,04.05,한화,선발,승,0.00,24,6,4,0,2,0,6,0,0,1.38
4월,04.11,KT,선발,패,4.50,28,6,9,1,0,0,5,5,3,2.37
4월,04.17,KIA,선발,패,6.43,32,7,8,0,3,0,8,5,5,3.46
4월,04.23,롯데,선발,패,11.25,21,4,9,0,0,0,2,5,5,4.50
