연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2018,KT,0.290,138,585,527,108,153,32,2,29,276,84,3,5,52,3,124,4,0.524,0.356,6
2019,KT,0.336,116,505,438,72,147,29,1,13,217,65,9,5,61,2,87,11,0.495,0.416,3
2020,KT,0.330,129,574,500,95,165,36,1,23,272,89,7,2,66,5,93,7,0.544,0.411,10
2021,KT,0.347,142,627,516,76,179,40,1,16,269,102,10,5,103,0,85,7,0.521,0.450,19
2022,KT,0.245,62,264,237,24,58,12,0,6,88,29,0,0,23,1,44,6,0.371,0.312,2
2023,KT,0.265,71,271,238,32,63,10,1,8,99,39,3,0,31,0,55,1,0.416,0.347,1
2024,KT,0.289,144,614,550,92,159,27,0,26,264,96,6,2,59,3,127,6,0.480,0.360,4
2025,KT,0.265,95,369,321,41,85,18,1,15,150,61,2,4,44,3,64,9,0.467,0.358,1
2026,한화,0.292,21,97,89,13,26,5,0,4,43,24,0,0,7,0,17,0,0.483,0.340,0
