연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2021,LG,0.230,107,329,278,37,64,11,1,8,101,39,3,1,46,0,64,5,0.363,0.337,5
2022,LG,0.315,126,466,406,52,128,22,3,9,183,56,7,0,47,1,56,11,0.451,0.382,6
2023,LG,0.301,131,542,469,77,141,29,5,10,210,72,9,8,58,2,83,5,0.448,0.377,20
2024,LG,0.301,144,602,519,80,156,35,3,22,263,101,7,6,65,2,112,14,0.507,0.372,13
2025,LG,0.276,141,607,515,91,142,21,1,24,237,108,3,1,79,4,108,15,0.460,0.371,16
2026,LG,0.277,20,87,65,9,18,3,0,2,27,11,0,0,19,1,16,2,0.415,0.437,0
