선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
56626,타자,KIA 타이거즈,카스트로,26,1993년 11월 30일,외야수(우투좌타),183cm/88kg,베네수엘라 U.E.N. Luis Mariano Rivera(고),200000달러,700000달러,26 KIA 자유선발,26KIA
