선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
79608,타자,키움 히어로즈,안치홍,9,1990년 07월 02일,내야수(우투우타),178cm/97kg,구지초(구리리틀)-대치중-서울고-KIA-경찰-KIA-롯데-한화,18000만원,20000만원,09 KIA 2차 1라운드 1순위,09KIA
