연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2020,SK,0.258,127,520,466,66,120,19,5,1,152,27,18,6,38,5,80,4,0.326,0.318,4
2021,SSG,0.262,136,534,461,75,121,19,6,5,167,45,26,6,51,8,71,6,0.362,0.342,2
2022,SSG,0.304,144,640,569,93,173,32,4,10,243,61,31,7,47,7,77,7,0.427,0.362,1
2023,SSG,0.268,117,503,462,65,124,19,8,2,165,30,21,2,29,3,50,3,0.357,0.315,3
2024,SSG,0.275,125,543,483,89,133,22,7,11,202,49,32,5,50,2,71,5,0.418,0.345,7
2025,SSG,0.284,140,574,517,66,147,16,4,7,192,45,28,7,43,5,87,2,0.371,0.342,5
2026,SSG,0.197,21,87,76,15,15,4,0,4,31,14,3,0,7,2,13,2,0.408,0.279,1
