연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2023,LG,0.313,139,583,520,87,163,29,4,23,269,95,7,3,53,3,75,11,0.517,0.376,14
2024,LG,0.319,140,604,527,99,168,32,3,32,302,132,12,8,61,3,82,9,0.573,0.384,8
2025,LG,0.313,116,499,425,82,133,25,1,31,253,95,3,0,61,2,62,11,0.595,0.393,8
2026,LG,0.333,21,97,84,19,28,4,1,6,52,16,0,1,12,0,10,1,0.619,0.412,1
