연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2021,SSG,0.000,3,5,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0.000,0.000,0
2023,SSG,0.000,2,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0
2024,SSG,0.250,106,366,340,33,85,13,0,11,131,45,3,4,25,1,90,4,0.385,0.303,5
2025,SSG,0.278,130,500,471,46,131,20,1,17,204,64,2,0,20,2,99,12,0.433,0.306,3
2026,SSG,0.365,17,68,63,9,23,5,0,4,40,12,1,0,5,0,14,0,0.635,0.412,1
