연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2018,NC,0.160,60,89,81,6,13,1,0,0,14,2,0,0,7,1,32,3,0.173,0.236,5
2019,NC,0.224,55,119,107,13,24,5,0,2,35,9,0,0,8,0,24,1,0.327,0.278,1
2020,NC,0.306,44,82,72,12,22,1,0,3,32,11,0,0,10,0,21,1,0.444,0.390,1
2023,NC,0.236,26,82,72,10,17,2,0,6,37,13,0,0,8,1,24,3,0.514,0.321,2
2024,NC,0.195,119,414,354,39,69,12,0,17,132,50,0,0,45,2,144,6,0.373,0.285,12
2025,NC,0.232,127,415,362,51,84,10,1,18,150,55,3,0,45,3,126,7,0.414,0.320,4
2026,NC,0.259,20,69,58,4,15,2,0,1,20,10,0,0,10,1,23,2,0.345,0.377,0
