선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
62234,타자,삼성 라이온즈,류지혁,16,1994년 01월 13일,내야수(우투좌타),181cm/75kg,청원초-선린중-충암고-두산-상무-두산-KIA,7000만원,70000만원,12 두산 4라운드 36순위,12두산
