선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
69992,타자,NC 다이노스,최정원,14,2000년 06월 24일,내야수(우투좌타),176cm/70kg,서원초-청주중-청주고-NC-상무,5000만원,8700만원,19 NC 2차 7라운드 67순위,20NC
