연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2020,NC,0.275,49,48,40,18,11,3,1,0,16,2,4,0,7,0,13,1,0.400,0.383,2
2021,NC,0.283,72,238,212,40,60,4,2,0,68,8,10,7,18,4,40,0,0.321,0.350,7
2023,NC,0.260,39,56,50,12,13,3,2,0,20,5,4,1,1,3,13,1,0.400,0.315,0
2024,NC,0.282,65,155,131,33,37,5,0,1,45,14,7,3,17,4,34,1,0.344,0.377,3
2025,NC,0.275,91,155,120,40,33,3,0,0,36,11,30,6,18,12,22,0,0.300,0.417,1
2026,NC,0.250,19,68,52,7,13,0,0,0,13,1,7,1,7,4,11,1,0.250,0.381,0
