선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
64646,타자,두산 베어스,박찬호,7,1995년 06월 05일,내야수(우투우타),178cm/72kg,신답초-건대부중-장충고-KIA,8000만원,80000만원,14 KIA 2차 5라운드 50순위,14KIA
