선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
50167,타자,키움 히어로즈,이주형,2,2001년 04월 02일,외야수(우투좌타),181cm/80kg,송수초(해운대리틀)-센텀중-경남고-LG,15000만원,13500만원,20 LG 2차 2라운드 13순위,20LG
