연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2024,한화,0.275,122,522,455,75,125,24,0,24,221,70,7,5,63,2,129,6,0.486,0.364,9
2026,한화,0.366,21,100,82,21,30,8,0,2,44,13,4,0,16,0,13,1,0.537,0.460,2
