선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
56322,타자,키움 히어로즈,브룩스,22,1995년 07월 03일,외야수(좌투좌타),180cm/88kg,미국 Granite Hills(고)-미국 Nevada(대),,700000달러,26 키움 자유선발,26키움
