연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2018,LG,0.333,5,3,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0.333,0.333,0
2021,LG,0.228,31,89,79,11,18,1,0,1,22,10,1,1,7,2,15,1,0.278,0.303,1
2022,LG,0.303,106,390,327,55,99,15,3,6,138,41,9,6,51,3,36,13,0.422,0.401,0
2023,LG,0.294,136,534,449,77,132,21,4,2,167,57,24,14,67,8,34,10,0.372,0.392,3
2024,LG,0.315,96,361,305,47,96,16,2,0,116,48,13,7,49,3,38,4,0.380,0.411,1
2025,LG,0.305,135,542,475,57,145,20,2,3,178,70,4,3,54,4,59,10,0.375,0.375,1
2026,LG,0.356,21,86,73,6,26,5,0,0,31,10,1,1,7,2,9,0,0.425,0.417,1
