연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2023,키움,0.182,9,13,11,0,2,0,0,0,2,0,0,0,2,0,4,1,0.182,0.308,1
2024,키움,0.257,83,283,261,27,67,15,0,9,109,38,0,0,18,0,82,7,0.418,0.300,4
2025,키움,0.242,105,344,322,24,78,20,2,3,111,25,2,1,13,0,102,10,0.345,0.270,5
2026,키움,0.250,21,75,64,6,16,4,0,1,23,9,0,0,8,0,24,2,0.359,0.320,3
