연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2017,SK,0.000,2,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0
2018,SK,0.135,42,59,52,3,7,1,0,0,8,2,0,0,7,0,16,0,0.154,0.237,6
2020,SK,0.242,41,112,99,7,24,2,0,2,32,8,1,1,11,1,21,1,0.323,0.324,4
2021,SSG,0.302,135,471,407,53,123,21,1,4,158,44,12,5,49,1,73,1,0.388,0.377,23
2022,SSG,0.298,140,564,494,68,147,24,4,2,185,56,12,8,60,2,81,5,0.374,0.375,24
2023,SSG,0.266,128,529,459,53,122,19,0,9,168,47,4,1,58,1,56,7,0.366,0.347,19
2024,SSG,0.301,137,564,489,78,147,24,0,10,201,67,13,3,64,2,86,11,0.411,0.380,23
2025,SSG,0.274,127,538,452,73,124,23,2,7,172,48,5,6,79,3,93,6,0.381,0.384,20
2026,SSG,0.494,21,99,79,17,39,9,1,1,53,20,3,1,18,1,7,0,0.671,0.586,3
