선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
78603,타자,KIA 타이거즈,김선빈,3,1989년 12월 18일,내야수(우투우타),165cm/77kg,화순초-화순중-화순고-KIA-상무,3000만원,60000만원,08 KIA 2차 6라운드 43순위,08KIA
