연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2024,NC,0.306,131,567,504,90,154,25,1,46,319,119,0,1,39,17,142,12,0.633,0.370,11
2025,NC,0.293,112,439,386,63,113,18,0,36,239,97,1,0,31,8,118,10,0.619,0.346,2
2026,NC,0.208,20,81,72,8,15,3,0,3,27,10,1,0,5,3,17,2,0.375,0.284,0
