연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2018,롯데,0.232,87,226,211,24,49,13,1,4,76,25,0,1,12,2,58,7,0.360,0.279,12
2019,롯데,0.203,59,207,187,12,38,9,0,2,53,9,1,0,18,0,57,3,0.283,0.271,9
2020,롯데,0.278,135,531,461,62,128,22,0,17,201,67,0,3,57,5,97,15,0.436,0.361,17
2021,롯데,0.267,129,496,424,54,113,24,0,17,188,69,0,1,61,6,95,21,0.443,0.364,14
2022,롯데,0.307,129,499,456,43,140,27,0,14,209,65,0,0,33,6,64,15,0.458,0.359,19
2023,롯데,0.223,108,353,319,30,71,11,0,5,97,32,1,3,26,1,58,16,0.304,0.279,12
2024,롯데,0.257,14,36,35,1,9,2,0,0,11,3,0,0,1,0,9,1,0.314,0.278,2
2026,롯데,0.273,17,71,66,5,18,4,0,0,22,4,1,0,4,1,11,3,0.333,0.324,2
