연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2024,삼성,0.282,29,118,110,14,31,5,0,7,57,19,0,0,6,2,25,2,0.518,0.331,1
2025,삼성,0.314,144,628,551,93,173,32,0,50,355,158,1,0,60,6,100,15,0.644,0.381,4
2026,삼성,0.289,21,96,83,15,24,4,0,3,37,15,0,0,12,0,15,3,0.446,0.375,1
