연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2023,한화,0.266,137,481,428,47,114,22,2,5,155,49,5,1,33,6,84,7,0.362,0.324,9
2024,한화,0.277,103,289,260,29,72,16,2,5,107,47,3,5,24,2,53,9,0.412,0.340,3
2025,한화,0.320,141,592,528,71,169,30,2,12,239,80,17,6,38,10,82,11,0.453,0.370,3
2026,한화,0.364,20,94,77,18,28,7,2,5,54,22,1,1,15,2,12,4,0.701,0.479,0
