선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
62947,타자,KIA 타이거즈,나성범,47,1989년 10월 03일,외야수(좌투좌타),183cm/100kg,광주대성초-진흥중-진흥고-연세대-NC,30000만원,80000만원,12 NC 2라운드 10순위,12NC
