연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2021,NC,0.241,69,189,166,20,40,7,1,5,64,16,6,2,17,2,57,5,0.386,0.316,12
2022,NC,0.223,96,326,273,35,61,9,3,10,106,47,10,3,30,14,89,4,0.388,0.331,11
2023,NC,0.233,127,474,403,56,94,9,2,10,137,54,15,3,44,15,106,6,0.340,0.328,30
2024,NC,0.252,134,475,385,61,97,18,2,9,146,49,16,6,51,25,111,5,0.379,0.371,18
2025,NC,0.289,144,624,539,98,156,26,8,15,243,65,44,11,63,16,111,8,0.451,0.379,29
2026,NC,0.229,21,97,83,9,19,3,0,2,28,3,5,0,10,4,13,0,0.337,0.340,2
