선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
62700,타자,한화 이글스,하주석,16,1994년 02월 25일,내야수(우투좌타),185cm/92kg,강남초-덕수중-신일고-한화-상무,30000만원,20000만원,12 한화 1라운드 1순위,12한화
