연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2020,KT,0.203,66,77,69,9,14,3,0,0,17,1,1,1,7,1,15,0,0.246,0.286,3
2021,KT,0.286,41,47,42,13,12,1,0,0,13,4,1,0,3,2,9,0,0.310,0.362,3
2024,KT,0.295,75,255,234,41,69,8,3,1,86,17,7,0,18,1,43,5,0.368,0.346,4
2025,LG,0.237,83,199,173,24,41,9,2,1,57,17,3,1,17,5,29,2,0.329,0.323,4
2026,LG,0.368,20,66,57,12,21,4,0,1,28,8,3,0,7,1,9,3,0.491,0.446,3
