연도,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
2024,롯데,0.352,144,632,574,88,202,40,3,15,293,111,5,0,46,1,82,16,0.510,0.394,4
2025,롯데,0.326,144,643,573,75,187,44,1,13,272,107,7,1,58,3,66,25,0.475,0.386,2
2026,롯데,0.366,21,93,82,9,30,3,0,5,48,13,1,0,9,1,12,2,0.585,0.430,0
